,Unnamed: 0,url,emotion,headline,source,yr,sentiment,rel
564930,17832653,https://thehill.com/policy/finance/economy/311956-consumer-confidence-at-highest-level-since-2001-reports,neutral,Consumer ... 2001,thehill,2016,0,1
564931,17833067,https://thehill.com/homenews/sunday-talk-shows/312342-dem-rep-im-open-to-trumps-35-percent-tariff,neutral,Crist ... abroad,thehill,2017,0,1
564932,17833426,https://thehill.com/blogs/pundits-blog/economy-budget/312900-trumps-import-taxes-could-devastate-us-economy,fear,Trump's ... economy,thehill,2017,-1,1
564933,17833705,https://thehill.com/blogs/congress-blog/economy-budget/312998-modernizing-taxes-by-slashing-carbon-emissions-jobs-growth,joy,Modernizing ... growth,thehill,2017,1,1
564934,17833805,https://thehill.com/policy/finance/313101-red-states-mull-higher-taxes,neutral,Red ... taxes,thehill,2017,0,1
564935,17835175,https://thehill.com/policy/healthcare/314759-tom-prices-confirmation-hearing-live-coverage,joy,Live ... hearing,thehill,2017,1,1
564936,17835946,https://thehill.com/business-a-lobbying/315650-foxconn-considering-7-billion-us-factory,neutral,iPhone ... factory,thehill,2017,0,1
564937,17836063,https://thehill.com/policy/healthcare/315733-live-coverage-tom-prices-finance-confirmation-hearing,neutral,Live ... hearing,thehill,2017,0,1
564938,17836154,https://thehill.com/business-a-lobbying/lobbying-revenue/316157-lobbying-revenue-2016,neutral,Lobbying ... 2016,thehill,2017,0,1
564939,17836869,https://thehill.com/policy/healthcare/overnights/316961-overnight-healthcare-healthcare-groups-express-concern-over,fear,Overnight ... order,thehill,2017,-1,1
564940,17838133,https://thehill.com/blogs/pundits-blog/economy-budget/318244-taxes-red-tape-leave-greek-economy-in-ruins,sadness,"Taxes, ... ruins",thehill,2017,-1,1
564941,17838518,https://thehill.com/media/318742-twitter-stock-plunges-after-revenue-miss,sadness,Twitter ... miss,thehill,2017,-1,1
564942,17838655,https://thehill.com/blogs/pundits-blog/economy-budget/318927-slow-wage-growth-due-to-tepid-productivity-gains,neutral,Slow ... notion,thehill,2017,0,1
564943,17840820,https://thehill.com/policy/finance/321510-economy-grows-at-weak-19-percent-in-q4,neutral,Economy ... Q4,thehill,2017,0,1
564944,17841185,https://thehill.com/blogs/pundits-blog/economy-budget/321967-minimum-wage-hikes-fail-to-benefit-low-income-families,sadness,Minimum ... families,thehill,2017,-1,1
564945,17841258,https://thehill.com/blogs/pundits-blog/economy-budget/322231-stronger-economy-earns-interest-rate-hikes-but-trouble-may,fear,Stronger ... ahead,thehill,2017,-1,1
564946,17841736,https://thehill.com/business-a-lobbying/business-a-lobbying/322861-aarp-rips-gops-harmful-healthcare-legislation,neutral,AARP ... legislation,thehill,2017,0,1
564947,17842628,https://thehill.com/blogs/pundits-blog/economy-budget/323681-amid-global-competition-us-shouldnt-wait-to-slash-corporate-taxes,neutral,US ... soon,thehill,2017,0,1
564948,17843256,https://thehill.com/blogs/pundits-blog/economy-budget/324374-markets-react-favorably-to-feds-rate-hike-forecast,neutral,Markets ... forecast,thehill,2017,0,1
564949,17843744,https://thehill.com/policy/healthcare/public-global-health/324960-us-infant-mortality-rates-drop-15-percent-report,neutral,US ... percent,thehill,2017,0,1
564950,17844396,https://thehill.com/homenews/state-watch/325955-states-brace-for-lower-growth-rates-amid-federal-uncertainty,fear,States ... uncertainty,thehill,2017,-1,1
564951,17844838,https://thehill.com/business-a-lobbying/business-a-lobbying/326279-lobby-firm-heather-podesta-partners-rebrands,neutral,Lobby ... rebrands,thehill,2017,0,1
564952,17845596,https://thehill.com/policy/healthcare/overnights/327474-overnight-healthcare-gop-healthcare-talks-stall,fear,Overnight ... ties,thehill,2017,-1,1
564953,17845769,https://thehill.com/policy/healthcare/overnights/327674-overnight-healthcare-gop-tweaks-repeal-plan,neutral,Overnight ... patients,thehill,2017,0,1
564954,17845794,https://thehill.com/policy/finance/327650-cohn-backs-splitting-consumer-investment-banks-report,neutral,Cohn ... report,thehill,2017,0,1
564955,17847984,https://thehill.com/policy/finance/overnights/330314-overnight-finance-trump-wants-15-percent-corporate-rate-gop-tax,fear,Overnight ... pick,thehill,2017,-1,1
564956,17850012,https://thehill.com/homenews/state-watch/332376-slow-revenue-growth-worries-cash-strapped-states,fear,Slow ... states,thehill,2017,-1,1
564957,17850109,https://thehill.com/policy/finance/overnights/332620-overnight-finance-commerce-chief-says-3-percent-growth-wont-happen,neutral,Overnight ... goal,thehill,2017,0,1
564958,17850808,https://thehill.com/blogs/pundits-blog/economy-budget/333144-corporate-rate-cuts-fuel-further-income-inequality,anger,Corporate ... simple,thehill,2017,-1,1
564959,17851381,https://thehill.com/policy/finance/overnights/333948-overnight-finance-stocks-drop-as-investors-fear-russia-fallout,fear,Overnight ... Tuesday,thehill,2017,-1,1
564960,17852168,https://thehill.com/policy/healthcare/334759-trumps-58-billion-cut-to-nih-encounters-swift-opposition,fear,Trump's ... opposition,thehill,2017,-1,1
564961,17852362,https://thehill.com/policy/finance/334971-mnuchin-asks-congress-for-clean-debt-hike-before-august,neutral,Mnuchin ... August,thehill,2017,0,1
564962,17852406,https://thehill.com/business-a-lobbying/335014-healthcare-bill-would-cut-taxes-by-663-billion,neutral,Healthcare ... billion,thehill,2017,0,1
564963,17852573,https://thehill.com/policy/finance/overnights/335231-overnight-finance-dems-introduce-15-minimum-wage-bill-sanders,anger,Overnight ... door,thehill,2017,-1,1
564964,17853417,https://thehill.com/homenews/335837-poll-bipartisan-majority-supports-raising-minimum-wage,neutral,Poll: ... wage,thehill,2017,0,1
564965,17854109,https://thehill.com/policy/finance/336777-mixed-signals-complicate-gop-debt-hike-strategies,neutral,Mixed ... strategies,thehill,2017,0,1
564966,17854309,https://thehill.com/policy/finance/336988-price-backs-clean-debt-ceiling-lift,neutral,Price ... lift,thehill,2017,0,1
564967,17854921,https://thehill.com/blogs/pundits-blog/economy-budget/337609-fed-rate-hike-wednesday-markets-say-yes-data-says-no,neutral,Fed ... no,thehill,2017,0,1
564968,17855926,https://thehill.com/policy/healthcare/overnights/338662-overnight-healthcare-healthcare-bill-coming-thursday-gop,anger,Overnight ... subsidies,thehill,2017,-1,1
564969,17856722,https://thehill.com/homenews/sunday-talk-shows/339355-kasich-i-am-against-senate-gops-healthcare-plan,anger,Kasich ... it',thehill,2017,-1,1
564970,17858464,https://thehill.com/policy/finance/341313-consumer-bureau-releases-rule-to-prevent-banks-credit-card-firms-from-blocking,neutral,Consumer ... clauses,thehill,2017,0,1
564971,17858505,https://thehill.com/policy/healthcare/overnights/341368-overnight-healthcare-senate-eyes-gop-repeal-vote-next-week-pence,neutral,Overnight ... score,thehill,2017,0,1
564972,17858675,https://thehill.com/policy/finance/overnights/341536-overnight-finance-fed-officials-cautious-about-rate-hikes-amid,fear,Overnight ... recess,thehill,2017,-1,1
564973,17859327,https://thehill.com/business-a-lobbying/342165-zuckerbergs-net-worth-hits-record-high-66-billion,neutral,Zuckerberg’s ... billion,thehill,2017,0,1
564974,17859864,https://thehill.com/business-a-lobbying/342825-overnight-finance-healthcare-debacle-raises-pressure-for-gop-on-taxes,fear,Overnight ... firms,thehill,2017,-1,1
564975,17862025,https://thehill.com/policy/healthcare/overnights/345225-overnight-healthcare-gop-states-move-to-cut-medicaid-senate,neutral,Overnight ... bill,thehill,2017,0,1
564976,17863772,https://thehill.com/business-a-lobbying/346972-iowas-only-obamacare-insurer-requests-57-percent-rate-increase,neutral,Iowa's ... increase,thehill,2017,0,1
564977,17865714,https://thehill.com/homenews/sunday-talk-shows/349038-abbott-harvey-recovery-will-cost-probably-150-to-180-billion,neutral,Abbott: ... billion,thehill,2017,0,1
564978,17867941,https://thehill.com/policy/finance/351301-report-republican-budget-could-allow-trillion-dollar-tax-cut,neutral,Report: ... cut,thehill,2017,0,1
564979,17868914,https://thehill.com/homenews/media/352535-megyn-kellys-nbc-morning-debut-delivers-mixed-ratings-results,neutral,Megyn ... results,thehill,2017,0,1
564980,17870520,https://thehill.com/regulation/overnights/354153-overnight-regulation-nra-gives-ground-on-bump-stocks-consumer-bureau,neutral,Overnight ... 2,thehill,2017,0,1
564981,17870567,https://thehill.com/business-a-lobbying/353959-gop-eyes-limits-on-investor-tax-break,neutral,GOP ... break,thehill,2017,0,1
564982,17870780,https://thehill.com/homenews/sunday-talk-shows/354390-sunday-shows-preview-action-on-bump-stocks-intensifies-after-vegas,fear,Sunday ... shooting,thehill,2017,-1,1
564983,17871447,https://thehill.com/policy/finance/355190-house-passes-365-billion-disaster-relief-package,neutral,House ... package,thehill,2017,0,1
564984,17875055,https://thehill.com/opinion/finance/358833-eu-driving-global-financial-services-as-us-takes-back-seat,neutral,EU ... seat,thehill,2017,0,1
564985,17875073,https://thehill.com/homenews/sunday-talk-shows/358826-ryan-im-a-deficit-hawk-and-a-growth-advocate,neutral,Ryan: ... advocate',thehill,2017,0,1
564986,17875284,https://thehill.com/policy/finance/359178-fitch-ratings-gop-tax-plan-wont-raise-growth-permanently,disgust,Fitch ... negative',thehill,2017,-1,1
564987,17876273,https://thehill.com/policy/finance/359856-week-ahead-house-sets-vote-on-tax-overhaul,neutral,Week ... overhaul,thehill,2017,0,1
564988,17878030,https://thehill.com/opinion/finance/361871-states-stunt-growth-by-using-income-taxes-to-shake-down-mobile-workers,fear,States ... workers,thehill,2017,-1,1
564989,17879358,https://thehill.com/regulation/finance/363224-financial-firms-pin-cfpb-hopes-on-mulvaney,neutral,Financial ... Mulvaney,thehill,2017,0,1
564990,17880340,https://thehill.com/homenews/senate/364510-gop-eyes-raising-corporate-rate-to-21-percent-lowering-top-individual-tax,neutral,GOP ... rate,thehill,2017,0,1
564991,17882554,https://thehill.com/policy/finance/366751-goldman-sachs-anticipates-5-billion-decrease-in-quarterly-earnings-from-tax,sadness,Goldman ... bill,thehill,2017,-1,1
564656,17677707,https://thehill.com/policy/finance/369431-cnbc-survey-few-companies-planning-wage-hikes-over-gop-tax-plan,neutral,Survey: ... plan,thehill,2018,0,1
564657,17678008,https://thehill.com/homenews/administration/369794-judicial-watch-trumps-recent-flights-cost-taxpayers-nearly-32-million,neutral,Judicial ... $3.2M,thehill,2018,0,1
564658,17678500,https://thehill.com/policy/finance/370091-imf-raises-global-growth-estimate-after-enactment-of-tax-law,neutral,IMF ... law,thehill,2018,0,1
564659,17678871,https://thehill.com/business-a-lobbying/business-a-lobbying/370405-tax-law-showers-cash-on-lobby-firms,neutral,Tax ... firms,thehill,2018,0,1
564660,17680277,https://thehill.com/homenews/administration/371961-cdc-to-cut-global-disease-prevention-efforts-by-80-percent,neutral,CDC ... percent,thehill,2018,0,1
564661,17680565,https://thehill.com/homenews/administration/372433-wh-economy-remains-exceptionally-strong-despite-market-plunge,neutral,WH: ... plunge,thehill,2018,0,1
564662,17682014,https://thehill.com/policy/finance/373776-consumer-prices-jump-higher-than-expected-roiling-wall-street,neutral,Stocks ... expected,thehill,2018,0,1
564663,17682374,https://thehill.com/opinion/finance/374179-shaping-financial-rules-helps-main-street-banks-not-wall-street-firms,neutral,Shaping ... firms,thehill,2018,0,1
564664,17683038,https://thehill.com/policy/cybersecurity/374854-cybercrime-costs-global-economy-600-billion-annually-experts-estimate,fear,Cyber ... estimate,thehill,2018,-1,1
564665,17683166,https://thehill.com/policy/healthcare/overnights/375157-house-panel-announces-opioid-enforcement-bills-liberal-groups-universal-coverage-plan-gun-violence-research,fear,Overnight ... plan,thehill,2018,-1,1
564666,17683908,https://thehill.com/opinion/finance/375672-trumps-economic-report-misses-mark-on-key-issue-wage-growth,sadness,Trump's ... growth,thehill,2018,-1,1
564667,17683929,https://thehill.com/policy/healthcare/375797-key-lawmaker-unlikely-congress-lifts-cdc-gun-research-limits,neutral,Key ... limits,thehill,2018,0,1
564668,17683954,https://thehill.com/homenews/administration/375808-sessions-predicts-announcement-on-bump-stocks-soon,neutral,Sessions ... soon,thehill,2018,0,1
564669,17687073,https://thehill.com/policy/finance/379116-facebook-stock-down-7-percent-after-data-breach-report,sadness,Facebook ... report,thehill,2018,-1,1
564670,17688153,https://thehill.com/policy/finance/380280-facebook-stock-falls-6-percent-after-ftc-announces-probe,sadness,Facebook ... probe,thehill,2018,-1,1
564671,17690667,https://thehill.com/policy/finance/overnights/383087-overnight-finance-wells-fargo-could-pay-1-billion-fine-dems-probe,fear,Overnight ... Congress,thehill,2018,-1,1
564672,17690856,https://thehill.com/homenews/house/383256-ryan-trillion-dollar-deficits-were-inevitable,neutral,Ryan: ... inevitable,thehill,2018,0,1
564673,17690904,https://thehill.com/business-a-lobbying/383212-stronger-patents-better-innovation-bigger-economy,neutral,Stronger ... economy,thehill,2018,0,1
564674,17692025,https://thehill.com/policy/technology/384492-google-parent-posts-high-profit-amid-privacy-concerns,neutral,Google ... concerns,thehill,2018,0,1
564675,17692121,https://thehill.com/policy/finance/384682-stocks-fall-hard-amid-rising-interest-rates-and-earnings-fears,fear,Stocks ... fears,thehill,2018,-1,1
564676,17692173,https://thehill.com/policy/finance/overnights/384717-overnight-finance-stocks-fall-hard-amid-rising-interest-rates-and,fear,Overnight ... conference,thehill,2018,-1,1
564677,17692432,https://thehill.com/business-a-lobbying/business-a-lobbying/384728-conservatives-eye-new-tax-cut-for-capital-gains,neutral,Conservatives ... gains,thehill,2018,0,1
564678,17693026,https://thehill.com/policy/finance/overnights/385568-overnight-finance-banks-close-in-on-dodd-frank-relief-inflation,sadness,Overnight ... trial,thehill,2018,-1,1
564679,17693032,https://thehill.com/policy/healthcare/medicaid/385511-idaho-medicaid-expansion-ballot-measure-moving-forward,neutral,Idaho ... forward,thehill,2018,0,1
564680,17693094,https://thehill.com/policy/finance/385482-inflation-reaches-key-threshold-for-fed-rate-hikes,neutral,Inflation ... hikes,thehill,2018,0,1
564681,17693321,https://thehill.com/policy/finance/385879-fed-leaves-rates-unchanged-mulling-inflation,neutral,Fed ... rises,thehill,2018,0,1
564682,17693498,https://thehill.com/policy/finance/386101-mortgage-firm-drops-major-challenge-to-consumer-bureau-structure,fear,Mortgage ... structure,thehill,2018,-1,1
564683,17693686,https://thehill.com/policy/finance/overnights/386279-overnight-finance-economy-adds-164k-jobs-in-april-unemployment,neutral,Overnight ... provision,thehill,2018,0,1
564684,17696370,https://thehill.com/opinion/finance/389248-are-global-trade-tensions-driving-treasury-bond-yields-higher,neutral,Are ... higher?,thehill,2018,0,1
564685,17701471,https://thehill.com/policy/finance/394591-economic-growth-slows-to-2-percent-in-q1,sadness,Economic ... Q1,thehill,2018,-1,1
564686,17701609,https://thehill.com/policy/finance/394810-kudlow-fed-should-move-very-slowly-on-rate-hikes,neutral,Kudlow: ... hikes,thehill,2018,0,1
564687,17702423,https://thehill.com/homenews/morning-report/395749-the-hills-morning-report-scotus-pruitt-tester-montana-tariffs,fear,The ... pick,thehill,2018,-1,1
564688,17703205,https://thehill.com/homenews/media/396647-msnbcs-joy-reid-sees-ratings-drop-more-than-20-percent-after-blog-hacking,sadness,MSNBC's ... controversy,thehill,2018,-1,1
564689,17703263,https://thehill.com/policy/finance/396662-consumer-prices-rise-at-highest-annual-rate-since-2012,neutral,Consumer ... 2012,thehill,2018,0,1
564690,17704329,https://thehill.com/business-a-lobbying/398072-montana-governor-raises-profile-ahead-of-potential-2020-bid,neutral,Montana ... bid,thehill,2018,0,1
564691,17705568,https://thehill.com/homenews/sunday-talk-shows/399383-mnuchin-3-percent-economic-growth-possible-for-4-or-5-years,neutral,Mnuchin: ... years',thehill,2018,0,1
564692,17707150,https://thehill.com/homenews/morning-report/401206-the-hills-morning-report-mueller-kobach-manafort,neutral,The ... stands,thehill,2018,0,1
564693,17707713,https://thehill.com/policy/finance/402070-californias-legal-pot-market-100-million-below-revenue-estimates,fear,California's ... estimates,thehill,2018,-1,1
564694,17708069,https://thehill.com/homenews/morning-report/402283-the-hills-morning-report-aretha-brennan-parade-mcconnell,neutral,The ... week),thehill,2018,0,1
564695,17708746,https://thehill.com/homenews/402999-us-stock-markets-set-record-marking-longest-bull-run,neutral,U.S. ... run,thehill,2018,0,1
564696,17709568,https://thehill.com/policy/finance/403972-consumer-confidence-reaches-highest-level-since-october-2000,neutral,Consumer ... 2000,thehill,2018,0,1
564697,17709761,https://thehill.com/policy/finance/404147-second-quarter-gdp-growth-upgraded-to-42-percent,neutral,Second ... percent,thehill,2018,0,1
564698,17710039,https://thehill.com/homenews/morning-report/404500-the-hills-morning-report-mccain-sessions-lack-mcgahn-indiana,neutral,The ... House,thehill,2018,0,1
564699,17711291,https://thehill.com/policy/finance/domestic-taxes/406124-budget-hawk-warns-tax-cuts-20-would-balloon-debt,fear,Budget ... debt,thehill,2018,-1,1
564700,17711451,https://thehill.com/policy/finance/406334-median-household-income-rises-despite-falling-full-time-earnings,neutral,Median ... 2017,thehill,2018,0,1
564701,17711923,https://thehill.com/homenews/morning-report/406655-the-hills-morning-report-manafort-florence-puerto-rico-cuomo-nixon,joy,The ... deal,thehill,2018,1,1
564702,17713462,https://thehill.com/policy/finance/408506-ford-ceo-says-metals-tariffs-have-cost-the-company-1-billion,sadness,Ford ... billion,thehill,2018,-1,1
564703,17714026,https://thehill.com/policy/finance/409430-sen-sanders-commends-amazon-minimum-wage-increase-i-want-to-congratulate,joy,Sen. ... Bezos',thehill,2018,1,1
564704,17714270,https://thehill.com/homenews/senate/409909-after-disney-amazon-wage-hikes-sanders-targets-mcdonalds,anger,After ... McDonald's,thehill,2018,-1,1
564705,17714517,https://thehill.com/homenews/sunday-talk-shows/410281-dem-senator-kavanaugh-confirmation-underscores-healthcare-mueller,fear,Dem ... issues,thehill,2018,-1,1
564706,17714654,https://thehill.com/business-a-lobbying/410594-imf-says-us-trade-wars-uneven-global-growth-will-temper-world-economy,fear,IMF: ... growth,thehill,2018,-1,1
564707,17716195,https://thehill.com/policy/finance/413001-harriss-proposed-tax-credit-would-cost-27-trillion-tax-foundation,neutral,Conservative ... trillion,thehill,2018,0,1
564708,17716526,https://thehill.com/policy/finance/413282-economy-grows-at-slower-pace-but-still-reflects-strength,neutral,U.S. ... quarter,thehill,2018,0,1
564709,17717096,https://thehill.com/policy/finance/414042-yearly-wage-growth-rises-to-fastest-rate-since-2008,neutral,US ... 2008,thehill,2018,0,1
564710,17719492,https://thehill.com/homenews/administration/417984-howard-dean-blasts-trumps-saudi-response-people-dont-think-hes-a,anger,Howard ... president',thehill,2018,-1,1
564711,17720072,https://thehill.com/policy/finance/418675-fed-warns-trade-tensions-could-cause-particularly-large-drop-in-markets,fear,Fed ... markets,thehill,2018,-1,1
564712,17720076,https://thehill.com/policy/finance/418690-stocks-soar-after-fed-chair-hints-toward-fewer-rate-hikes,fear,Stocks ... hikes,thehill,2018,-1,1
564713,17720550,https://thehill.com/policy/finance/419527-exclusive-consumer-bureau-analysis-says-name-change-could-cost-firms-300,neutral,Exclusive: ... million,thehill,2018,0,1
564714,17720687,https://thehill.com/policy/transportation/419759-nyc-sets-minimum-wage-for-uber-lyft-drivers,neutral,NYC ... drivers,thehill,2018,0,1
564715,17720787,https://thehill.com/policy/finance/economy/419922-wages-rising-moderately-but-tariffs-hitting-businesses-fed,neutral,Wages ... Fed,thehill,2018,0,1
564716,17721101,https://thehill.com/business-a-lobbying/business-a-lobbying/420356-retiring-gop-lawmaker-sets-up-lobbying-firm-before,neutral,Retiring ... office,thehill,2018,0,1
564717,17721228,https://thehill.com/policy/finance/420350-trumps-economy-teetering-on-trade-tensions-volatile-markets,fear,Trump’s ... markets,thehill,2018,-1,1
564718,17722119,https://thehill.com/policy/finance/421748-stocks-sink-ahead-of-fed-meeting-shutdown-deadline,sadness,Stocks ... deadline,thehill,2018,-1,1
564719,17722505,https://thehill.com/policy/finance/422314-stocks-sink-after-fed-hike-shutdown-chaos,fear,Stocks ... Washington,thehill,2018,-1,1
564720,17722704,https://thehill.com/policy/finance/economy/422452-third-quarter-gdp-growth-revised-down-to-34-percent,neutral,Third-quarter ... percent,thehill,2018,0,1
564721,17722858,https://thehill.com/policy/finance/422791-trumps-fed-feud-roils-markets-alarms-republicans,fear,Trump’s ... Republicans,thehill,2018,-1,1
564722,17722996,https://thehill.com/policy/finance/422881-markets-open-higher-then-erase-gains,fear,Markets ... record,thehill,2018,-1,1
6063,2781457,https://www.usatoday.com/story/money/markets/2015/10/27/stocks-pause-ahead-fed-meeting-apple-earnings/74668556/,sadness,Stocks ... off,usatoday,2015,-1,1
6064,3024932,https://www.usatoday.com/story/money/markets/2016/12/12/asian-stocks-mixed-ahead-fed-rates-decision-oil-soars/95323704/,sadness,Stocks ... back,usatoday,2016,-1,1
6065,3034488,https://www.usatoday.com/story/money/2017/01/13/wells-fargo-q4-earnings-miss-estimates-retail-banking-revenue-falls/96532550/,sadness,Wells ... recovery,usatoday,2017,-1,1
6062,2666693,https://www.usatoday.com/story/money/markets/2018/10/18/stock-market-dow-volatile-weak-earnings-tech-skid/1685326002/,sadness,Stock ... resumes,usatoday,2018,-1,1
5810,1669158,https://www.wsj.com/articles/ralph-lauren-earnings-sales-outlook-disappoints-1375882947?tesla=y,sadness,Ralph ... Disappoints,wsj,2013,-1,1
5811,1669231,https://www.wsj.com/articles/apollo-earnings-firm-swings-to-profit-1375963421?tesla=y,neutral,Apollo ... Profits,wsj,2013,0,1
5812,1669339,https://www.wsj.com/articles/fannie-posts-101-billion-profit-1375968376?tesla=y,neutral,Fannie ... Billion,wsj,2013,0,1
5813,1669451,https://www.wsj.com/articles/china-yuan-falls-vs-dollar-on-selling-from-staterun-banks-1376040473?tesla=y,neutral,China ... Banks,wsj,2013,0,1
5814,1669582,https://www.wsj.com/articles/global-infrastructure-partners-explores-brisbane-port-sale-1376034237?tesla=y,neutral,Global ... Sale,wsj,2013,0,1
5815,1669719,https://www.wsj.com/articles/canadian-dollar-drifts-lower-amid-lull-in-domestic-data-1376337850?tesla=y,neutral,Canadian ... Data,wsj,2013,0,1
5816,1669729,https://www.wsj.com/articles/brazil-real-closes-weaker-markets-seen-testing-central-bank-1376336831?tesla=y,neutral,Brazil ... Bank,wsj,2013,0,1
5817,1669862,https://www.wsj.com/articles/consumer-spending-belies-dire-forecasts-1376351829?tesla=y,neutral,Consumer ... Forecasts,wsj,2013,0,1
5818,1669907,https://www.wsj.com/articles/canadian-dollar-slips-against-broadly-stronger-us-dollar-1376423759?tesla=y,neutral,Canadian ... Dollar,wsj,2013,0,1
5819,1670016,https://www.wsj.com/articles/german-data-lift-european-stocks-1376425367?tesla=y,neutral,German ... Stocks,wsj,2013,0,1
5820,1670040,https://www.wsj.com/articles/hon-hai-posts-41-net-profit-rise-1376393668?tesla=y,joy,Hon ... 41%,wsj,2013,1,1
5821,1670191,https://www.wsj.com/articles/new-zealand-dollar-weaker-vs-us-dollar-1376457040?tesla=y,neutral,New ... Dollar,wsj,2013,0,1
5822,1670333,https://www.wsj.com/articles/california-sells-55-billion-in-bonds-1376596126?tesla=y,sadness,California ... Bonds,wsj,2013,-1,1
5823,1670393,https://www.wsj.com/articles/dell-profit-falls-72-sales-flat-1376598384?tesla=y,sadness,Dell ... Flat,wsj,2013,-1,1
5824,1670762,https://www.wsj.com/articles/blackstone-realestate-fund-offers-to-buy-hong-kongs-tysan-holdings-for-hk25-billion-1376930200?tesla=y,neutral,Blackstone ... Billion,wsj,2013,0,1
5825,1670808,https://www.wsj.com/articles/saks-earnings-flat-sales-higher-costs-1376917447?tesla=y,sadness,Saks ... Costs,wsj,2013,-1,1
5826,1670868,https://www.wsj.com/articles/urban-outfitters-earnings-higher-sales-wider-margins-1376945244?tesla=y,neutral,Urban ... Margins,wsj,2013,0,1
5827,1670870,https://www.wsj.com/articles/canadian-dollar-ends-slightly-lower-in-quiet-trading-1376943794?tesla=y,neutral,Canadian ... Trading,wsj,2013,0,1
5828,1670941,https://www.wsj.com/articles/canadian-dollar-weakens-to-2week-low-as-global-growth-concerns-mount-1377031880?tesla=y,fear,Canadian ... Mount,wsj,2013,-1,1
5829,1670996,https://www.wsj.com/articles/mexican-peso-emergingmarket-currencies-bounce-back-modestly-1377020671?tesla=y,neutral,Mexican ... Modestly,wsj,2013,0,1
5830,1671131,https://www.wsj.com/articles/toll-brothers-earnings-home-builders-sales-growth-continues-1377096229?tesla=y,neutral,Toll ... Continues,wsj,2013,0,1
5831,1671148,https://www.wsj.com/articles/indian-outsourcing-firms-gain-as-rupee-falls-1377107534?tesla=y,joy,Indian ... Falls,wsj,2013,1,1
5832,1671184,https://www.wsj.com/articles/china-yuan-slightly-stronger-following-central-bank-guidance-1377077957?tesla=y,neutral,China ... Guidance,wsj,2013,0,1
5833,1671256,https://www.wsj.com/articles/new-zealand-dollar-down-late-as-us-dollar-sees-broad-strength-1377064550?tesla=y,neutral,New ... Strength,wsj,2013,0,1
5834,1671320,https://www.wsj.com/articles/gap-earnings-profit-sales-outlook-rise-1377205380?tesla=y,joy,Gap ... Slump,wsj,2013,1,1
5835,1671356,https://www.wsj.com/articles/fortescue-backs-away-from-us4-billion-port-rail-stake-sale-1377160453?tesla=y,fear,Fortescue ... Sale,wsj,2013,-1,1
5836,1671380,https://www.wsj.com/articles/canadian-dollar-lower-as-weak-data-contribute-to-negative-tone-1377202434?tesla=y,neutral,Canadian ... Tone,wsj,2013,0,1
5837,1671414,https://www.wsj.com/articles/fed-minutes-deliver-fresh-blow-to-emerging-markets-1377161381?tesla=y,neutral,Fed ... Markets,wsj,2013,0,1
5838,1671422,https://www.wsj.com/articles/abercrombie-fitch-profit-down-33-issues-dim-outlook-1377174220?tesla=y,sadness,Abercrombie ... Outlook,wsj,2013,-1,1
5839,1671427,https://www.wsj.com/articles/gamestop-earnings-lower-profit-but-improved-outlook-1377179318?tesla=y,sadness,GameStop ... Outlook,wsj,2013,-1,1
5840,1671515,https://www.wsj.com/articles/german-gdp-growth-gains-steam-1377249182?tesla=y,neutral,German ... Steam,wsj,2013,0,1
5841,1671542,https://www.wsj.com/articles/canadian-dollar-strengthens-modestly-after-weak-us-home-sales-data-1377289070?tesla=y,neutral,Canadian ... Data,wsj,2013,0,1
5842,1671742,https://www.wsj.com/articles/china-construction-banks-net-profit-rises-1377440555?tesla=y,joy,China ... Rises,wsj,2013,1,1
5843,1671914,https://www.wsj.com/articles/indian-shares-end-slightly-higher-1377521925?tesla=y,neutral,Indian ... Higher,wsj,2013,0,1
5844,1672044,https://www.wsj.com/articles/tiffany-earnings-jeweler-raises-outlook-as-margins-widen-1377607042?tesla=y,neutral,Tiffany ... Widen,wsj,2013,0,1
5845,1672051,https://www.wsj.com/articles/australian-miners-cut-dividends-as-commodity-prices-fall-1377598894?tesla=y,neutral,Australian ... Fall,wsj,2013,0,1
5846,1672138,https://www.wsj.com/articles/woolworths-forecasts-higher-profit-1377684714?tesla=y,joy,Woolworths ... Profit,wsj,2013,1,1
5847,1672150,https://www.wsj.com/articles/brownforman-earnings-higher-costs-offset-revenue-rise-1377695010?tesla=y,neutral,Brown-Forman ... Rise,wsj,2013,0,1
5848,1672274,https://www.wsj.com/articles/rongsheng-earnings-shipbuilders-cash-position-weakens-1377703071?tesla=y,sadness,Rongsheng ... Weakens,wsj,2013,-1,1
5849,1672312,https://www.wsj.com/articles/indian-rupee-shares-gain-after-central-bank-move-1377753788?tesla=y,neutral,Rupee ... Strength,wsj,2013,0,1
5850,1672326,https://www.wsj.com/articles/rbc-posts-higher-profit-hikes-dividend-1377780992?tesla=y,joy,RBC ... Dividend,wsj,2013,1,1
5851,1672482,https://www.wsj.com/articles/greek-banks-post-mixed-secondquarter-results-1377886611?tesla=y,sadness,Greek ... Results,wsj,2013,-1,1
5852,1672560,https://www.wsj.com/articles/indian-shares-end-higher-rupee-gains-1377870930?tesla=y,neutral,Indian ... Gains,wsj,2013,0,1
5853,1672750,https://www.wsj.com/articles/indian-shares-end-higher-rupee-weakens-1378122396?tesla=y,neutral,Indian ... Weakens,wsj,2013,0,1
