,Unnamed: 0,emotion,headline,url
13270,27982,fear,Anticipating ... KFC,https://dinersjournal.blogs.nytimes.com/2010/04/09/anticipating-monday-lunch-at-kfc/
13280,10422,neutral,Ambitious ... Class,https://www.nytimes.com/2010/02/08/books/08book.html
13290,43572,neutral,The ... Alzheimer’s,https://well.blogs.nytimes.com/2010/06/02/the-voices-of-alzheimers/
13300,38964,neutral,Central ... Debt,https://www.nytimes.com/2010/05/18/business/global/18ecb.html
13310,32097,neutral,TimesCast: ... Legislation,https://thecaucus.blogs.nytimes.com/2010/04/23/timescast-financial-legislation/
13320,43265,anger,Pundit ... Protest,https://www.nytimes.com/2011/06/14/opinion/14brooks.html
13330,42940,disgust,Schick ... Edge,https://www.nytimes.com/2011/06/13/business/media/13adco.html
13340,6241,joy,Couture ... Wins!,https://tmagazine.blogs.nytimes.com/2011/01/25/couture-scorecard-bouchra-jarrar-wins/
13350,40057,fear,Kentucky: ... Alleged,https://www.nytimes.com/2011/06/01/us/01brfs-PLOTTOSHIPWE_BRF.html
13360,15041,fear,Public ... Budget,https://www.nytimes.com/2011/02/28/business/media/28cpb.html
13370,9415,joy,A ... C.E.O.,https://www.nytimes.com/2011/02/06/jobs/06boss.html
13380,35137,sadness,Sabbatini ... Lead,https://onpar.blogs.nytimes.com/2011/05/13/sabbatini-puts-possible-suspension-aside-and-vies-for-lead/
13390,48830,neutral,How ... Secret,https://www.nytimes.com/2011/07/06/dining/a-pop-up-paris-picnic-is-coming-to-new-york.html
13400,62917,neutral,To ... Hour,https://www.nytimes.com/2011/09/03/sports/baseball/to-dodgers-bankruptcy-rolls-up-fees-by-the-hour.html
13410,33002,anger,Democrats ... Crime,https://www.nytimes.com/2005/09/30/politics/democrats-attack-radio-hosts-remarks-on-crime.html
13420,22843,neutral,Going ... Korea,https://www.nytimes.com/2005/07/16/opinion/going-nowhere-on-north-korea.html
13430,34308,neutral,"Eat, ... Sense",https://www.nytimes.com/2005/10/09/magazine/eat-memory-the-sixth-sense.html
13440,14445,anger,DeLay ... Supporters,https://www.nytimes.com/2005/05/13/politics/delay-takes-the-offensive-in-his-address-to-supporters.html
13450,26217,fear,Boy ... High,https://www.nytimes.com/2005/08/10/nyregion/boy-fell-from-window-with-safety-devices-placed-too-high.html
13460,8347,neutral,How ... cred?,https://www.bloomberg.com/news/articles/2008-08-21/how-does-newscred-measure-cred
13470,4604,neutral,Ericsson ... Vestburg,https://www.bloomberg.com/news/articles/2009-06-24/ericsson-appoints-new-ceo-hans-vestburg
13480,11126,fear,Iran ... Accord,https://www.bloomberg.com/news/articles/2019-05-09/iran-plays-into-trump-s-hands-with-threat-to-quit-nuclear-accord
13490,13496,sadness,Michael ... Daniels,https://www.bloomberg.com/news/articles/2019-05-28/avenatti-pleads-not-guilty-to-charges-he-fleeced-stormy-daniels
13500,4753,neutral,White ... Weak,https://www.bloomberg.com/news/articles/2019-03-19/white-house-says-economy-solid-even-as-first-quarter-looks-weak
13510,27000,neutral,Alan ... Suit,https://www.bloomberg.com/news/articles/2019-09-24/dershowitz-says-epstein-accuser-is-too-late-on-defamation-suit
13520,815,sadness,Merkel ... Talks,https://www.bloomberg.com/news/articles/2018-01-08/merkel-hemmed-in-by-hard-liners-challenging-her-policy-positions
13530,18481,neutral,Parkland ... Voters,https://www.bloomberg.com/news/articles/2018-06-04/parkland-students-to-make-bus-tour-to-register-voters
13540,585,neutral,China ... Year,https://www.bloomberg.com/news/articles/2018-01-05/china-is-said-to-defer-bond-trader-pay-above-154-000-a-year
13550,43786,neutral,Workers ... Toilets,https://www.bloomberg.com/news/articles/2018-12-21/geneva-toilets-clogged-with-500-euro-notes-leaves-staff-flush
13560,9727,neutral,IBM ... T23,https://www.bloomberg.com/news/articles/2001-10-28/ibm-thinkpad-t23
13570,17438,neutral,Fiat ... Sounds,https://www.bloomberg.com/news/articles/2015-04-29/fiat-ceo-s-proposal-for-apple-car-deal-isn-t-as-crazy-as-it-sounds
13580,51356,fear,Oil ... Surge,https://www.bloomberg.com/news/articles/2015-12-15/oil-falls-from-highest-in-a-week-after-u-s-stockpiles-increase
13590,22259,fear,FIFA ... Fortune,https://www.bloomberg.com/news/articles/2015-06-02/fifa-scandal-unearths-brazilian-power-broker-atop-soccer-fortune
13600,51261,neutral,Yahoo ... Million,https://www.bloomberg.com/news/articles/2015-12-15/yahoo-japan-plans-to-buy-travel-site-ikyu-for-up-to-830-million
13610,35662,sadness,Kim ... Warning,https://www.bloomberg.com/news/articles/2015-08-31/kim-kardashian-posts-drug-side-effects-after-fda-warning
13620,16955,neutral,Nigeria’s ... Says,https://www.bloomberg.com/news/articles/2015-04-27/nigerian-oil-company-needs-tighter-spending-controls-pwc-says
13630,22114,sadness,Ukraine ... Week,https://www.bloomberg.com/news/articles/2014-06-09/ukraine-gas-talks-resume-in-brussels-to-avoid-cut-off-this-week
13640,38923,neutral,Wal-Mart ... Savings,https://www.bloomberg.com/news/articles/2014-10-08/wal-mart-health-cuts-reopen-debate-over-obamacare-costs-savings
13650,32168,neutral,Italy’s ... Leases,https://www.bloomberg.com/news/articles/2014-08-19/italy-s-renexia-wins-auction-for-two-u-s-offshore-wind-leases
13660,18640,neutral,Vietnam ... Riots,https://www.bloomberg.com/news/articles/2014-05-15/vietnam-will-be-the-loser-in-the-anti-china-riots
13670,1113,neutral,The ... Benefits,https://www.bloomberg.com/news/articles/2014-01-09/the-minds-eye-synesthesia-has-business-benefits
13680,46419,neutral,OPEC ... Deal,https://www.bloomberg.com/news/articles/2016-11-29/iran-says-it-won-t-cut-oil-production-as-talks-remain-deadlocked
13690,45289,neutral,Mondi ... Packaging,https://www.bloomberg.com/news/articles/2016-11-20/mondi-ceo-seeks-deals-to-capture-growth-in-consumer-packaging
13700,23449,fear,Treasuries ... Path,https://www.bloomberg.com/news/articles/2016-06-15/treasuries-gain-as-fed-leaves-rates-unchanged-signals-slow-pace
13710,39782,joy,Why ... Mostly,https://www.bloomberg.com/news/articles/2016-10-10/why-you-ll-love-the-spectacular-mclaren-570gt-mostly
13720,28374,neutral,MetLife ... ‘Brighthouse’,https://www.bloomberg.com/news/articles/2016-07-21/metlife-rebrands-retail-unit-to-be-separated-as-brighthouse
13730,1060,surprise,Smart ... Enough?,https://www.bloomberg.com/news/articles/2002-02-10/smart-enough
13740,6498,neutral,Did ... Payday?,https://www.bloomberg.com/news/articles/2003-09-07/did-dick-grasso-earn-his-big-payday
13750,44663,neutral,Blockchain ... Now’,https://www.bloomberg.com/news/articles/2017-11-20/blockchain-gets-a-wall-street-win-we-know-the-thing-works-now
13760,4207,fear,Amazon ... Spending,https://www.bloomberg.com/news/articles/2017-02-02/amazon-revenue-misses-estimates-as-holiday-sales-fall-short
13770,12384,fear,Trump ... Korea,https://www.bloomberg.com/news/articles/2017-04-02/trump-says-u-s-would-act-alone-on-north-korean-nuclear-threat
13780,487,neutral,Is ... Sky?,https://www.bloomberg.com/news/features/2017-01-05/is-emirates-airline-running-out-of-sky
13790,4323,fear,Taking ... Nightmare,https://www.bloomberg.com/news/articles/2017-02-02/the-wall-needs-the-consent-of-many
13800,25715,neutral,Silex ... Projec,https://www.bloomberg.com/news/articles/2013-06-24/silex-unit-completes-australia-s-largest-cpv-solar-projec
13810,35169,joy,China ... Sales,https://www.bloomberg.com/news/articles/2013-08-28/china-mengniu-posts-profit-gain-as-pricier-products-boost-sales
13820,28448,neutral,A-Rod ... Says,https://www.bloomberg.com/news/articles/2013-07-13/a-rod-remains-silent-at-mlb-drug-probe-meeting-daily-news-says
13830,25371,surprise,Ask ... Rich,https://www.bloomberg.com/news/articles/2013-06-20/ask-a-billionaire-gopros-nick-woodman-on-the-first-time-he-felt-rich
13840,19778,sadness,Commodities ... Quarter,https://www.bloomberg.com/news/articles/2013-05-15/commodities-revenue-at-10-top-banks-seen-down-54-in-1st-quarter
13850,3623,neutral,Most ... Potatoes.,https://www.bloomberg.com/news/articles/2007-04-21/most-web-2-dot-0-users-are-really-just-couch-potatoes-dot
13860,2984,fear,Solving ... Troubles,https://www.bloomberg.com/news/articles/2006-04-03/solving-electronic-tranny-troubles
13870,4593,neutral,You're ... Now,https://www.bloomberg.com/news/articles/2006-05-14/youre-working-for-ch-ez-now
13880,17498,neutral,Intel's ... Shoppers,https://www.bloomberg.com/news/articles/2012-05-01/intels-help-brings-the-web-to-in-store-shoppers
13890,38658,neutral,Ford ... C-Max,https://www.bloomberg.com/news/articles/2012-10-04/ford-takes-on-toyota-prius-in-ad-campaign-for-c-max-hybrid-wagon
13900,12310,joy,Chavez ... Radiation,https://www.bloomberg.com/news/articles/2012-03-25/venezuela-s-chavez-arrives-in-cuba-for-first-radiation-therapy
13910,16542,neutral,Shell ... Billion,https://www.bloomberg.com/news/articles/2012-04-24/shell-agrees-to-buy-cove-after-raising-bid-to-1-8-billion-1-
13920,14717,sadness,Lions ... Sequel,https://www.bloomberg.com/news/articles/2012-04-11/lions-gate-loses-hunger-games-director-in-blow-to-film-sequel
13930,4359,neutral,Inventing ... Order,https://www.bloomberg.com/news/articles/2004-07-04/inventing-to-order
13940,16426,neutral,Dubai ... Optimism,https://www.bloomberg.com/news/articles/2010-08-26/dubai-shares-rise-most-in-a-week-on-dubai-world-debt-optimism-asset-sales
13950,1504,neutral,Russia ... 8.5%,https://www.bloomberg.com/news/articles/2010-02-19/russia-cuts-benchmark-refinancing-rate-quarter-point-to-8-5-
13960,16535,neutral,Sovereign ... Europe,https://www.bloomberg.com/news/articles/2010-08-27/sovereign-credit-default-swaps-head-for-record-monthly-increase-in-europe
13970,12082,neutral,Houston ... Plant,https://www.bloomberg.com/news/articles/2011-04-23/houston-refining-reports-emission-event-at-texas-plant
13980,8145,neutral,Nuclear ... Crisis,https://www.bloomberg.com/news/articles/2011-03-16/nuclear-lobby-works-to-assure-u-s-lawmakers-amid-japan-post-quake-crisis
13990,35636,fear,Obama ... Sense’,https://www.bloomberg.com/news/articles/2011-12-08/obama-blocking-cordray-nomination-makes-no-sense-
14000,175,neutral,Brazil ... Currency,https://www.bloomberg.com/news/articles/2011-01-03/brazil-trade-surplus-fell-20-last-year-on-currency-gains-economic-growth
14010,1050,neutral,Home ... Profit,https://www.bloomberg.com/news/articles/2005-02-21/home-depot-posts-higher-profit
14020,3305,neutral,GDP ... forecasts,https://www.economist.com/economic-and-financial-indicators/2009/10/15/gdp-forecasts
14030,2420,fear,South ... trouble,https://www.economist.com/asia/2001/08/09/south-sea-trouble
14040,17,neutral,No ... example,https://www.economist.com/europe/2014/01/04/no-longer-a-shining-example
14050,541,anger,With ... President...,https://www.economist.com/asia/2002/02/21/with-due-respect-mr-president
14060,2689,neutral,Britons ... tow,https://www.economist.com/britain/2017/09/21/britons-are-hitting-the-road-with-caravans-in-tow
14070,2264,neutral,The ... away,https://www.economist.com/europe/2006/08/10/the-wily-old-trooper-wont-go-away
14080,1564,neutral,The ... five,https://www.economist.com/asia/2004/05/27/the-famous-five
14090,3526,neutral,Re-bubble ... Re-bubble,https://www.economist.com/finance-and-economics/2005/12/01/re-bubble
14100,2159,fear,"No, ... Mistake’",https://thefederalist.com/2018/07/09/no-tomi-lahren-overturning-roe-not-big-mistake/
14110,1991,sadness,Lana ... Life,https://thefederalist.com/2017/07/05/lana-del-reys-obsession-death-bespeaks-obsession-life/
14120,6705,neutral,Battling ... Strategies,https://www.npr.org/templates/story/story.php?storyId=90856062
14130,13945,neutral,A ... Reform,https://www.npr.org/templates/story/story.php?storyId=121857029
14140,13923,neutral,Verdict ... Friday,https://www.npr.org/templates/story/story.php?storyId=121798397
14150,14114,sadness,Cambodian ... Thwarted,https://www.npr.org/2019/11/07/777168896/cambodian-opposition-leaders-say-their-efforts-to-return-have-been-thwarted
14160,5655,fear,Ethiopia's ... 1991,https://www.npr.org/2018/02/28/589090717/in-ethiopia-bitter-social-conflict-plays-out-on-the-soccer-field
14170,1338,sadness,Woman ... Overboard,https://www.npr.org/sections/thetwo-way/2018/01/15/578127991/woman-dies-after-florida-boat-fire-sends-dozens-of-panicked-passengers-overboard
14180,17813,neutral,Trump ... Track,https://www.npr.org/2018/07/05/626232105/trump-narrows-supreme-court-shortlist-to-3-with-2-on-the-inside-track
14190,31855,sadness,School ... Hair,https://www.npr.org/2018/12/06/673837893/school-district-apologizes-for-teacher-who-allegedly-cut-native-american-childs-
14200,13361,anger,Factory ... Fiat-Chrysler,https://www.npr.org/2015/10/02/445216656/factory-workers-reject-contract-with-fiat-chrysler
14210,5012,neutral,Online ... Offering,https://www.npr.org/2015/04/15/399937721/online-crafts-marketplace-etsy-prepares-for-public-offering
14220,5507,neutral,The ... 70,https://www.npr.org/sections/theprotojournalist/2014/04/14/301769284/the-grumpy-point-when-a-man-turns-70
14230,15573,neutral,Is ... Sick?,https://www.npr.org/2014/10/30/360179363/is-it-legal-to-quarantine-someone-whos-not-sick
14240,13404,joy,"Yay, ... Ever)",https://www.npr.org/2016/09/28/495795876/yay-its-time-for-my-performance-review-said-no-one-ever
14250,5733,sadness,Boeing ... Probe,https://www.npr.org/templates/story/story.php?storyId=1528230
14260,11787,neutral,Trump ... Criticism,https://www.npr.org/2017/09/02/547941349/trump-hotel-lease-under-new-review-as-lawmakers-keep-up-criticism
14270,5919,disgust,Did ... Click,https://www.npr.org/sections/thetwo-way/2017/05/03/526785635/did-you-get-a-weird-invitation-to-edit-a-google-doc-its-best-not-to-click
14280,13162,neutral,Asians-Only ... Together,https://www.npr.org/sections/codeswitch/2013/09/08/213574323/asians-only-volleyball-brings-community-together
14290,13333,neutral,Autism: ... Families,https://www.npr.org/templates/story/story.php?storyId=219291995
14300,1913,anger,Italians ... Expansion,https://www.npr.org/templates/story/story.php?storyId=7455085
14310,2800,neutral,Nigeria ... Term,https://www.npr.org/templates/story/story.php?storyId=5261426
14320,11974,anger,Attack ... Pakistan,https://www.npr.org/templates/story/story.php?storyId=6415416
14330,15815,neutral,Last ... Scene,https://www.npr.org/sections/itsallpolitics/2012/11/05/164344400/last-of-the-early-voters-in-ohio-make-a-scene
14340,15267,sadness,As ... Rebuild,https://www.npr.org/2012/10/24/163562411/as-somalias-war-ebbs-mogadishu-dares-to-rebuild
14350,6974,neutral,'Blueberry ... Furnaces,https://www.npr.org/templates/story/story.php?storyId=3908030
14360,10334,sadness,For ... Glitters,https://www.npr.org/templates/story/story.php?storyId=129861260
14370,1288,neutral,The ... Actresses,https://www.npr.org/2011/01/27/133267317/the-oscar-nomination-expansion-pack-five-more-actors-five-more-actresses
14380,876,neutral,Nassau ... Skids,https://www.npr.org/2011/01/19/133033974/nassau-county-jazz-age-enclave-hits-the-fiscal-skids
14390,10146,sadness,Casinos' ... Jobless,https://www.npr.org/templates/story/story.php?storyId=4847717
14400,12794,neutral,'Saving ... Tan,https://www.npr.org/templates/story/story.php?storyId=5020636
14410,14528,neutral,House ... Vacation!,https://www.washingtonexaminer.com/weekly-standard/house-democrats-pull-out-all-the-stops-to-win-a-five-week-vacation
14420,18558,fear,Terrorists ... fighting,https://www.washingtonexaminer.com/terrorists-won-the-war-they-were-fighting
14430,11583,neutral,Heyward-Bey ... dreams,https://www.washingtonexaminer.com/heyward-bey-has-big-screen-dreams
14440,8825,sadness,Former ... Invite,https://www.washingtonexaminer.com/former-us-ambassador-to-vatican-declines-notre-dame-invite
14450,17757,disgust,Michelle ... book,https://www.washingtonexaminer.com/michelle-malkin-promotes-culture-of-corruption-book
14460,20680,anger,Bernie ... flip-flop,https://www.washingtonexaminer.com/news/bernie-sanders-snaps-at-kamala-harris-over-medicare-for-all-flip-flop
14470,19773,sadness,No ... Miracle,https://www.washingtonexaminer.com/opinion/no-dodging-this-miracle
14480,25414,neutral,Where ... go?,https://www.washingtonexaminer.com/opinion/where-did-all-the-smart-men-go
14490,16657,anger,Democrat ... center,https://www.washingtonexaminer.com/news/jeff-merkley-denied-entry-immigrant-detention-center
14500,2641,neutral,White ... Comey,https://www.washingtonexaminer.com/white-house-gave-robert-mueller-nearly-8-000-pages-of-documents-related-to-james-comey
14510,24975,neutral,No ... Mavericks,https://www.washingtonexaminer.com/weekly-standard/no-more-mavericks
14520,32974,anger,Why ... killers,https://www.washingtonexaminer.com/opinion/why-israel-advocates-going-easy-on-khashoggis-killers
14530,10655,joy,Rick ... plans,https://www.washingtonexaminer.com/rick-perry-to-announce-white-house-plans
14540,14866,neutral,Poll: ... country,https://www.washingtonexaminer.com/red-alert-politics/poll-half-millennials-say-leave-country
14550,10457,neutral,Ne-Yo ... 2016,https://www.washingtonexaminer.com/red-alert-politics/ne-yo-joins-chorus-of-hip-hop-stars-backing-hillary-clinton-in-2016
14560,8911,neutral,W.Va. ... unit’,https://www.washingtonexaminer.com/wva-mass-litigation-panel-operates-as-8216-cohesive-unit-8217
14570,37643,sadness,Abilene ... newborn,https://www.washingtonexaminer.com/abilene-woman-fatally-shot-as-she-clutched-newborn
14580,34670,sadness,Bill ... fails,https://www.washingtonexaminer.com/bill-to-halt-mass-evictions-in-san-francisco-fails
14590,82565,neutral,Bureaucracy’s ... Public,https://www.washingtonexaminer.com/weekly-standard/bureaucracys-latest-challenge-listening-to-the-public
14600,76474,neutral,Drug ... jobs,https://www.washingtonexaminer.com/drug-companies-announce-nc-expansions-new-jobs
14610,82394,neutral,Afghan ... high,https://www.washingtonexaminer.com/afghan-opium-poppy-cultivation-hits-all-time-high
14620,13894,disgust,Treasury ... dependence,https://www.washingtonexaminer.com/treasury-investigator-led-life-of-lies-government-dependence
14630,57222,sadness,Houston ... fall,https://www.washingtonexaminer.com/houston-airport-worker-dies-after-45-foot-fall
14640,46724,neutral,Cullerton: ... remain,https://www.washingtonexaminer.com/cullerton-challenge-of-pension-reform-may-remain
14650,26106,neutral,Ben ... 'bigot',https://www.washingtonexaminer.com/ben-carson-to-trump-stop-calling-clinton-a-bigot
14660,18225,disgust,Donald ... schlonged,https://www.washingtonexaminer.com/donald-trump-is-getting-schlonged
14670,2954,fear,Former ... Abedin',https://www.washingtonexaminer.com/former-house-oversight-chairman-fbi-director-would-like-to-indict-clinton-and-abedin
14680,37095,fear,Search ... Japan,https://www.washingtonexaminer.com/search-underway-for-marine-pilot-after-hornet-crash-off-japan
14690,7380,joy,Trump ... minorities,https://www.washingtonexaminer.com/red-alert-politics/trump-approval-rating-gets-big-bounce-thanks-millennials-minorities
14700,22473,neutral,Saving ... Trump,https://www.washingtonexaminer.com/saving-neoliberalism-in-the-age-of-trump
14710,27288,neutral,North ... missile,https://www.washingtonexaminer.com/north-korea-says-it-developed-hydrogen-bomb-that-can-be-mounted-on-ballistic-missile
14720,30646,neutral,Judge ... Maryland,https://www.washingtonexaminer.com/judge-allows-drug-price-gouging-law-to-go-into-effect-in-maryland
14730,67734,neutral,Steve ... around,https://www.washingtonexaminer.com/red-alert-politics/steve-stockman-liberal-tears-make-the-best-gun-lubricant-around
14740,45034,neutral,Attorney ... Md.,https://www.washingtonexaminer.com/attorney-general-doug-gansler-calls-for-cap-on-health-insurance-exchange-rates-in-md
14750,47036,joy,Algeria: ... France,https://www.washingtonexaminer.com/algeria-president-is-recovering-in-france
14760,38254,neutral,Average ... pct.,https://www.washingtonexaminer.com/average-on-30-year-us-mortgage-rises-to-342-pct
14770,40575,anger,Zogby: ... next?',https://www.washingtonexaminer.com/zogby-scandals-cost-obama-liberals-majority-are-locusts-next
14780,2123,disgust,Myanmar ... team,https://www.washingtonexaminer.com/myanmar-president-establishes-anti-graft-team
14790,63924,neutral,U.S. ... rolls,https://www.washingtonexaminer.com/us-sc-removes-chesley-from-its-rolls
14800,6857,neutral,Chef ... pizazz,https://www.washingtonexaminer.com/chef-paolino-s-dishes-pasta-with-pizazz
14810,7319,neutral,Transportation ... taxation,https://www.washingtonexaminer.com/transportation-bill-shifts-gears-on-taxation
14820,13134,fear,Banner ... scrutiny,https://www.washingtonexaminer.com/banner-sales-to-raise-funds-under-scrutiny
14830,3177,neutral,Students? ... low,https://www.washingtonexaminer.com/students-tips-aim-to-help-marylanders-keep-energy-costs-low
14840,52408,joy,U.S. ... Cup,https://www.washingtonexaminer.com/us-takes-10-6-lead-at-ryder-cup
14850,10283,neutral,Seymour ... ‘Justice’,https://www.washingtonexaminer.com/weekly-standard/seymour-hershs-justice
14860,39051,joy,London ... Olympian,https://www.washingtonexaminer.com/london-games-evoke-memories-for-local-olympian
14870,78940,sadness,Wis. ... officer,https://www.washingtonexaminer.com/wis-police-investigate-slaying-of-on-duty-officer
14880,69212,fear,Woman ... case,https://www.washingtonexaminer.com/woman-locked-up-in-alec-baldwin-stalking-case
14890,22283,sadness,Norway ... killer,https://www.washingtonexaminer.com/norway-prosecutors-say-they-will-seek-psychiatric-care-not-prison-for-confessed-mass-killer
14900,49959,neutral,Houston ... reassigned,https://www.washingtonexaminer.com/houston-chronicle-editor-jeff-cohen-reassigned
14910,48793,anger,Report: ... building,https://www.washingtonexaminer.com/report-stimulus-bill-money-improperly-used-to-buy-chinese-solar-panels-for-federal-building
14920,7739,fear,A ... dread,https://www.washingtonexaminer.com/a-day-of-the-living-dread
14930,20178,neutral,Gene ... rally?,https://www.washingtonexaminer.com/gene-healy-was-it-a-church-picnic-or-a-freedom-rally
14940,15281,neutral,Should ... Gain?,https://www.washingtonexaminer.com/should-american-banking-pain-mean-canadian-gain
14950,9053,neutral,The ... Goes...,https://www.washingtonexaminer.com/weekly-standard/the-daily-grind-as-ohio-goes
14960,12544,neutral,Many ... East,https://www.washingtonexaminer.com/weekly-standard/many-reasons-for-americas-continued-engagement-in-the-middle-east
14970,22022,disgust,Syria's ... Tricks,https://www.washingtonexaminer.com/weekly-standard/syrias-dirty-tricks
14980,32821,neutral,Bush ... snoozing,https://www.washingtonexaminer.com/bush-41-roasts-brent-scowcroft-for-his-snoozing-153334
14990,2421,neutral,Board ... Turkeys,https://slate.com/human-interest/2009/05/this-nonprofit-should-be-great-but-its-board-is-a-dud-what-can-i-do-to-fix-it.html
15000,4976,neutral,The ... Edition,https://slate.com/culture/2019/06/culture-gabfest-good-fight-universal-music-group-fire-sally-rooney-normal-people.html
15010,4445,surprise,"Y, ... C—What?",https://slate.com/business/2018/05/the-ymca-retirement-fund-is-not-a-typical-charity.html
15020,3322,anger,What ... Declining?,https://slate.com/news-and-politics/2015/04/nigerian-election-the-worlds-largest-countries-are-becoming-more-democratic-does-that-mean-democracys-not-really-declining.html
15030,2007,neutral,The ... Safe?,https://slate.com/business/2015/02/uber-for-prostitution-could-better-apps-make-the-world-s-oldest-profession-truly-safe.html
15040,9252,neutral,In ... Passwords,https://slate.com/technology/2014/08/death-of-the-password-biometrics-device-based-authentication-also-flawed.html
15050,99,neutral,My ... Mobster,https://slate.com/culture/2000/01/my-son-the-mobster.html
15060,1868,sadness,Adele ... Motherhood,https://slate.com/human-interest/2016/02/adele-tells-vogue-that-motherhood-gave-her-a-purpose.html
15070,955,sadness,Slaying ... George,https://slate.com/news-and-politics/2003/04/did-a-british-anti-war-pol-take-money-from-saddam.html
15080,3016,joy,Baldwin’s ... Beast,https://slate.com/culture/2017/04/baldwins-boffo-boss-baby-beats-beauty-and-the-beast.html
15090,3691,neutral,Can ... Grey?,https://slate.com/human-interest/2013/03/can-erotica-be-serious-fleshbot-fiction-50-shades-of-grey-and-the-future-of-written-smut.html
15100,1185,neutral,The ... Maple,https://slate.com/news-and-politics/2007/04/why-the-united-states-is-no-longer-the-maple-syrup-capital.html
15110,2861,anger,The ... Agreement,https://slate.com/technology/2012/03/wyden-submits-amendment-to-override-ustr-on-acta.html
15120,6807,neutral,The ... Offshoring,https://slate.com/business/2012/07/bain-outsourcing-neither-obama-nor-romney-think-it-s-wrong-so-what-are-we-arguing-about.html
15130,3832,disgust,Hot ... Manhood,https://slate.com/human-interest/2010/08/hot-campaign-tactic-impugning-your-opponent-s-manhood.html
15140,6003,surprise,What ... space!,https://slate.com/technology/2011/08/what-a-falling-star-looks-like-from-space.html
15150,20975,anger,Minnesota ... Sting,https://www.washingtonpost.com/wp-dyn/content/article/2008/12/09/AR2008120902745.html
15160,14531,neutral,Caruso ... Proceedings,https://www.washingtonpost.com/wp-dyn/content/article/2008/06/24/AR2008062401284.html
15170,316,neutral,Into ... Wild,https://www.washingtonpost.com/wp-dyn/content/article/2008/05/01/AR2008050103020.html
15180,19064,neutral,Israeli ... Home,https://www.washingtonpost.com/wp-dyn/content/article/2009/08/18/AR2009081803569.html
15190,19572,neutral,Flu ... Now,https://www.washingtonpost.com/wp-dyn/content/article/2009/08/24/AR2009082402429.html
15200,10156,neutral,Good ... Pay,https://www.washingtonpost.com/wp-dyn/content/article/2009/02/05/AR2009020502857.html
15210,48264,joy,A ... ‘Akhnaten’,https://www.washingtonpost.com/entertainment/music/sing-like-an-egyptian-glasss-akhnaten-strikes-poses-in-new-met-production/2019/11/17/0be2f7da-08c8-11ea-924a-28d87132c7ec_story.html
15220,23337,neutral,Readers ... Pei,https://www.washingtonpost.com/opinions/readers-critique-the-post-dog-clothes-agent-orange-and-how-to-remember-im-pei/2019/05/31/fe885d6e-83b6-11e9-95a9-e2c830afe24f_story.html
15230,7442,neutral,Will ... nomination?,https://www.washingtonpost.com/opinions/2019/02/20/will-there-be-credible-challenge-trump-gop-nomination/
15240,33320,fear,China ... tariffs,https://www.washingtonpost.com/world/asia_pacific/china-warns-of-countermeasures-on-us-products-if-trump-boosts-tariffs/2019/05/08/f45c6cb6-718e-11e9-9331-30bc5836f48e_story.html
15250,12508,neutral,A ... hunger,https://www.washingtonpost.com/entertainment/books/a-tale-of-a-family-bound-by-food--and-hunger/2019/03/26/45ef6222-4f0c-11e9-8d28-f5149e5a2fda_story.html
15260,25709,neutral,Syrian ... politics,https://www.washingtonpost.com/politics/2019/06/17/syrian-refugees-have-become-pawns-their-host-nations-politics/
15270,16978,neutral,The ... podcast,https://www.washingtonpost.com/pr/wp/2018/04/18/the-washington-post-hosts-comedy-centrals-jordan-klepper-for-a-live-taping-of-jonathan-capeharts-cape-up-podcast/
15280,26299,fear,Gen. ... border,https://www.washingtonpost.com/video/postlive/gen-joseph-dunford-on-trump-order-to-send-us-troops-to-the-southern-border/2018/12/06/ffb83a8a-4814-4867-bcd3-e629f068ecfa_video.html
15290,54035,fear,Trump ... now,https://www.washingtonpost.com/news/opinions/wp/2018/11/29/trump-should-be-freaked-out-right-about-now/
15300,1422,neutral,Mike ... way’,https://www.washingtonpost.com/news/nationals-journal/wp/2018/08/01/mike-rizzo-delivers-a-message-for-nationals-if-youre-not-in-youre-in-the-way/
15310,39637,neutral,Sessions ... complicated.,https://www.washingtonpost.com/world/national-security/sessions-backed-states-rights-as-a-senator-as-trumps-attorney-general-its-complicated/2018/03/09/4cd6481e-23af-11e8-badd-7c9f29a55815_story.html
15320,47696,sadness,Radar ... Missed,https://www.washingtonpost.com/archive/local/2001/10/14/radar-finds-what-shovels-missed/0c1edbc7-9ad2-472e-8e7f-0f65a05c8059/
15330,28430,anger,1st ... Test,https://www.washingtonpost.com/archive/local/2001/06/16/1st-petition-filed-for-dna-test/46a577f1-164b-4c31-a3c6-3f3f599e901f/
15340,35149,sadness,Life ... Congress,https://www.washingtonpost.com/archive/lifestyle/magazine/2001/07/29/life-after-congress/61ad52ed-78ff-4ac0-b231-a31e36df4f0b/
15350,2343,neutral,Loan ... High,https://www.washingtonpost.com/archive/realestate/2001/01/13/loan-refinancings-hit-a-2-year-high/292b8fea-bbe8-4e7f-bd94-d38360cb6be3/
15360,59359,neutral,'Kabul': ... Terrain,https://www.washingtonpost.com/archive/lifestyle/2001/12/20/kabul-a-trip-through-rugged-terrain/7b3cf77e-20ef-4428-946c-39e6008aac40/
15370,56928,neutral,Condit's ... Slipping,https://www.washingtonpost.com/archive/politics/2001/07/12/condits-political-support-slipping/1aa4964c-0940-4ede-b0b1-f8f75d126a74/
