,emotion,headline,url
112964,joy,Lauren ... Malibu,https://www.dailymail.co.uk/tvshowbiz/article-3617302/Lauren-Scruggs-shows-toned-torso-bikini-tiny-shorts-hubby-Jason-Kennedy-frolic-beach-Malibu.html
209918,joy,Richie ... dress,https://www.dailymail.co.uk/tvshowbiz/article-3832400/The-Bachelor-s-Nikki-Gogan-wears-smile-steps-male-friends-cutting-stylish-figure-plunging-red-dress.html
136430,sadness,Christian ... fee,https://www.dailymail.co.uk/sport/football/article-3670307/Christian-Benteke-edging-closer-Crystal-Palace-Liverpool-hold-30m-fee.html
75159,neutral,Eddie ... trip,https://www.dailymail.co.uk/tvshowbiz/article-3535478/Eddie-Murphy-s-pregnant-girlfriend-Paige-Butcher-flaunts-bump.html
136768,surprise,'This ... followers,https://www.dailymail.co.uk/tvshowbiz/article-3670932/Katy-Perry-celebrates-followed-person-Twitter-90-million-followers.html
82486,neutral,'It's ... it,https://www.dailymail.co.uk/tvshowbiz/article-3552136/First-trailer-Founder-reveals-Michael-Keaton-s-Ray-Kroc-wrested-control-McDonald-s-empire-brothers-started-it.html
144472,neutral,The ... life,https://www.dailymail.co.uk/sciencetech/article-3688865/The-alien-tricorder-set-blasted-space-Kate-Rubins-test-pocket-sized-DNA-sequencer-one-day-analyse-alien-life.html
62296,fear,Terrifying ... 60,https://www.dailymail.co.uk/news/article-3509718/ISIS-suicide-bomber-blows-FOOTBALL-STADIUM-near-Baghdad-killing-29-people-injuring-60.html
24012,neutral,'I ... weakness,https://www.dailymail.co.uk/tvshowbiz/article-3430304/I-fluctuate-five-pounds-month-Kate-Hudson-talks-yo-yo-diet-says-Hawaiian-pizza-weakness.html
122250,joy,England ... Kane,https://www.dailymail.co.uk/sport/football/article-3638126/England-confident-ahead-Wales-clash-despite-conceding-late-opening-Euro-2016-tie-says-Harry-Kane.html
258931,joy,Gavin ... child,https://www.dailymail.co.uk/tvshowbiz/article-4036698/Gavin-Stacey-star-Joanna-Page-gives-birth-beautiful-baby-boy-Noah-husband-James-Thornton-welcome-child.html
40192,neutral,FORTUNE ... breakfast,https://www.dailymail.co.uk/indiahome/indianews/article-3462613/FORTUNE-COOKIE-India-s-young-foodpreneurs-set-sights-breakfast.html
125169,neutral,National ... Republican',https://www.dailymail.co.uk/news/article-3645576/National-security-aide-Reagan-George-W-Bush-vote-CLINTON-Trump-doesn-t-appear-Republican.html
5523,neutral,Feeling ... L.A.,https://www.dailymail.co.uk/tvshowbiz/article-3391286/Nicky-Whelan-hides-incredible-figure-steps-wearing-oversize-coat-red-carpet-designer-event-Beverly-Hills.html
126258,neutral,Tesco ... phone,https://www.dailymail.co.uk/money/bills/article-3639375/Tesco-Mobile-offers-customers-chance-knock-3-month-bill-watching-adverts-unlock-phone.html
223262,anger,'No ... him,https://www.dailymail.co.uk/tvshowbiz/article-3881338/Matty-J-rubbishes-rumours-Bachelor-revealed-wanted-hell-Georgia-Love-dumped-him.html
230744,fear,'My ... tattoo,https://www.dailymail.co.uk/tvshowbiz/article-3914006/My-mom-freaked-Kendall-Jenner-reveals-Kris-isn-t-happy-inner-lip-meow-tattoo.html
155743,disgust,Rape ... her,https://www.dailymail.co.uk/news/article-3712023/Woman-sexually-assaulted-priest-says-faked-terminal-lung-disease-groom-her.html
200204,neutral,'Guys ... breakup,https://www.dailymail.co.uk/tvshowbiz/article-3808812/Guys-chill-Sam-Frost-puts-rumours-rest-confirms-relationship-beau-Sasha-Mielczarek-fans-lose-minds-speculated-breakup.html
249663,fear,Pep ... Chelsea,https://www.dailymail.co.uk/sport/football/article-3996796/Pep-Guardiola-s-ethos-hailed-Jamie-Redknapp-ahead-defeat-title-rivals-Chelsea.html
117492,joy,Celtic's ... club,https://www.dailymail.co.uk/sport/football/article-3627749/Celtic-s-Craig-Gordon-delighted-Brendan-Rodgers-appointment-says-feel-good-factor-club.html
77870,joy,Wakefield ... Cup,https://www.dailymail.co.uk/sport/rugbyleague/article-3542785/Wakefield-44-10-Sheffield-Liam-Finn-stars-send-form-Trinity-Wildcats-sixth-round-Challenge-Cup.html
49387,anger,'You ... Day,https://www.dailymail.co.uk/tvshowbiz/article-3483171/You-never-know-Drew-Barrymore-41-shares-throwback-snap-ET-days-celebrates-International-Women-s-Day.html
127874,fear,Link ... windfall,https://www.dailymail.co.uk/money/news/article-3650191/Link-cyber-security-threats-pay-packets-chief-executives-say-MPs-TalkTalk-boss-receives-2-8m-windfall.html
56177,joy,Manchester ... manager,https://www.dailymail.co.uk/sport/football/article-3497800/Manchester-United-Liverpool-Five-things-learned-David-Gea-proves-worth-Ryan-Giggs-looks-like-manager.html
192082,neutral,Bring ... cake,https://www.dailymail.co.uk/femail/food/article-3791328/Bring-home-Bake-Ultimate-indulgence-mirror-glaze-cake.html
36323,joy,Caroline ... Week,https://www.dailymail.co.uk/tvshowbiz/article-3456402/Caroline-Flack-shrugs-X-Factor-axe-rumours-enjoy-night-s-ex-judge-Nick-Grimshaw-London-Fashion-Week.html
243828,sadness,Brady ... Thanksgiving,https://www.dailymail.co.uk/news/article-3970368/Brady-Bunch-s-iconic-Florence-Henderson-dies-Thanksgiving-Day-aged-82.html
174085,joy,Almost ... weather,https://www.dailymail.co.uk/tvshowbiz/article-3753809/Naomi-Watts-cuts-relaxed-figure-cropped-jeans-struggles-hold-hat-breezy-New-York-weather.html
235224,fear,'Worst ... trial,https://www.dailymail.co.uk/tvshowbiz/article-3934680/I-m-Celeb-s-Scarlett-Moffatt-shrieks-record-120-000-critters-dropped-dreaded-Bushtucker-Trial-Ola-Jordan-remains-calm.html
59828,fear,RBS ... soon,https://www.dailymail.co.uk/money/markets/article-3504272/RBS-wrestles-control-dividends-Treasury-analysts-tell-investors-not-expect-payout-anytime-soon.html
255550,fear,Palmyra ... men,https://www.dailymail.co.uk/news/article-4021976/Thousands-flee-heavy-Aleppo-fighting.html
149566,anger,Plagiarism ... speechwriter!,https://www.dailymail.co.uk/news/article-3698683/Writer-says-Trumps-son-did-not-plagiarize-GOP-address.html
220312,joy,James ... Vazquez,https://www.dailymail.co.uk/sport/football/article-3868928/James-Rodriguez-scores-incredible-training-ground-goal-celebrates-wildly-Lucas-Vazquez.html
6024,joy,'You’re ... video,https://www.dailymail.co.uk/femail/article-3392965/You-doing-things-couldn-t-love-Divorced-parents-thank-exes-new-spouses-children-tear-jerking-video.html
251012,anger,DAILY ... judgement,https://www.dailymail.co.uk/debate/article-4000236/DAILY-MAIL-COMMENT-Heat-fury-political-judgement.html
188676,disgust,Shocking ... them,https://www.dailymail.co.uk/news/article-3785500/Shocking-video-shows-fight-two-high-school-students-broken-officers-taser-girls.html
108341,neutral,The ... HRT',https://www.dailymail.co.uk/health/article-3609000/The-best-exercise-menopause-Pilates-Yoga-like-stretching-natural-alternative-HRT.html
102525,fear,Maria ... ban,https://www.dailymail.co.uk/sport/tennis/article-3595744/Maria-Sharapova-set-London-anti-doping-hearing-bid-beat-lengthy-ban.html
29110,fear,Madonna ... 2015,https://www.dailymail.co.uk/tvshowbiz/article-3440971/Madonna-suffers-wardrobe-malfunction-stage-Thailand-nearly-year-infamous-cape-escapade-BRIT-Awards-2015.html
23041,joy,For ... paramedic,https://www.dailymail.co.uk/tvshowbiz/article-3427334/David-Beckham-serves-hot-brew-injured-elderly-man-paramedic.html
169896,fear,Monkey ... Gorilla,https://www.dailymail.co.uk/news/article-3744994/Competition-Hobart-pool-slide-hijacked-Harambe-fans.html
230215,sadness,Six ... reveal,https://www.dailymail.co.uk/health/article-3912970/With-mixed-progress-nations-review-war-vs-tobacco-industry.html
110684,neutral,Kind-hearted ... road,https://www.dailymail.co.uk/news/article-3612978/Kind-hearted-police-officer-walks-kilometre-grandmother-home-dangerous-main-road.html
24997,neutral,The ... class,https://www.dailymail.co.uk/femail/article-3432551/Etiquette-expert-William-Hanson-reveals-12-silent-ways-judging-social-class.html
198917,surprise,Downsizing ... market,https://www.dailymail.co.uk/tvshowbiz/article-3808025/Leonardo-DiCaprio-lists-Studio-City-home-2-4m-just-days-putting-11m-Malibu-property-market.html
102430,neutral,Work ... 2,https://www.dailymail.co.uk/tvshowbiz/article-3595786/Anna-Faris-son-Jack-fly-Atlanta-Chris-Pratt-films-Guardians-Galaxy-2.html
95194,joy,Travel: ... Mansour,https://www.dailymail.co.uk/home/you/article-3571464/Travel-oasis-luxury-Marrakech-visit-Royal-Mansour.html
112024,joy,Beaming ... night,https://www.dailymail.co.uk/tvshowbiz/article-3616359/Beaming-Christie-Brinkley-62-looks-youthful-holds-hands-beau-John-Mellencamp-64-date-night.html
260313,neutral,Where's ... Pratt,https://www.dailymail.co.uk/tvshowbiz/article-4041344/Jennifer-Lawrence-channels-inner-Cinderella-blue-stopping-gown-Soeul-Passengers-premiere-star-Chris-Pratt.html
42765,disgust,Cannibal ... prison,https://www.dailymail.co.uk/news/article-3469975/Cannibal-killer-60-ate-roommate-s-brain-parole-38-years-prison.html
242671,sadness,Property ... announcement,https://www.dailymail.co.uk/money/news/article-3966002/Property-tycoon-lost-4m-day-Ex-Foxtons-boss-hit-shares-plunge-fees-ban-announcement.html
206344,joy,Petra ... mom,https://www.dailymail.co.uk/tvshowbiz/article-3823817/Petra-Stunt-relists-sumptuous-Los-Angeles-estate-eye-watering-200-million-five-years-purchasing-110-room-property-85-million.html
262458,fear,The ... BROWN,https://www.dailymail.co.uk/debate/article-4050304/Joan-Collins-day-told-Santa-s-elf.html
181365,disgust,Painful ... finds,https://www.dailymail.co.uk/health/article-3769821/Painful-childbirth-drives-risk-post-natal-depression-longer-pain-lingers-worse-effects-study-finds.html
57050,fear,Next's ... stutter,https://www.dailymail.co.uk/money/markets/article-3499457/Next-s-slip-open-way-M-S-revival-City-experts-warn-clothing-retailer-s-phenomenal-growth-begin-stutter.html
216329,disgust,Getting ... gowns,https://www.dailymail.co.uk/femail/article-3850762/Getting-married-weird-wonderful-wedding-dress-trends-brides-wearing-year-including-crotch-baring-designs-COMPLETELY-sheer-gowns.html
226431,fear,Young ... next),https://www.dailymail.co.uk/news/article-3897032/Young-workman-sprints-builder-s-yard-jump-start-chainsaw-pranked-new-colleagues-ll-buying-striped-paint-next.html
43676,fear,Meet ... Gellar,https://www.dailymail.co.uk/tvshowbiz/article-3471840/Kate-Levering-takes-Reese-Witherspoon-s-role-Annette-Hargrove-NBC-s-Cruel-Intentions-reboot.html
186310,neutral,The ... one,https://www.dailymail.co.uk/sciencetech/article-3780399/Tall-tale-study-reveals-giraffes-four-species-not-one.html
148654,neutral,Jump ... bounce,https://www.dailymail.co.uk/news/article-3697572/Jump-ball-Hillary-Trump-tied-start-Republican-convention-GOP-hopes-bounce.html
8644,sadness,Leyton ... terms,https://www.dailymail.co.uk/sport/football/article-3397396/Leyton-Orient-tried-sign-former-West-Ham-star-Kevin-Nolan-failed-agree-terms.html
149493,sadness,Ruth ... couple,https://www.dailymail.co.uk/tvshowbiz/article-3699290/Ruth-Langsford-dissolves-hysterics-LIVE-Morning-amused-husband-Eamonn-Holmes-watches-on.html
111261,fear,Zika ... Games,https://www.dailymail.co.uk/sport/olympics_2016/article-3614511/Zika-virus-mishandled-like-Ebola-epidemic-warns-global-health-expert-ahead-Olympics.html
212677,anger,Fight ... shot,https://www.dailymail.co.uk/news/article-3837643/Fight-thermostat-led-911-call-2-cops-shot.html
252157,neutral,Can ... quiz,https://www.dailymail.co.uk/femail/food/article-4004956/Can-tell-difference-clementine-tangerine-satsuma-foodie-knowledge-test-surprisingly-tricky-quiz.html
124844,fear,The ... crash,https://www.dailymail.co.uk/news/article-3645176/The-moment-control-bus-ploughs-five-parked-cars-Northmead.html
267759,neutral,You ... images,https://www.dailymail.co.uk/news/article-4073316/You-picture-make-snappy-Brave-photographer-gets-inches-deadly-crocodiles-capture-unique-close-images.html
120812,sadness,Ravi ... applying,https://www.dailymail.co.uk/indiahome/indianews/article-3634045/Ravi-Shastri-looks-set-Chief-Coach-Team-India-Rahul-Dravid-Daniel-Vettori-decide-against-applying.html
8253,neutral,That's ... Pornhub,https://www.dailymail.co.uk/femail/article-3397998/That-s-one-way-target-new-customers-Joe-Jonas-stars-alongside-DNCE-bandmates-suave-new-Diesel-ads-appear-Tinder-Grindr-Pornhub-YouPorn.html
2452,joy,Fat ... year,https://www.dailymail.co.uk/money/news/article-1542629/Fat-cat-pensions-hit-163300000-a-year.html
9194,anger,Son ... links,https://www.dailymail.co.uk/money/news/article-1535993/Son-sues-Lloyds-over-slavery-links.html
12667,neutral,Gold ... again,https://www.dailymail.co.uk/money/news/article-1531800/Gold-shines-again.html
135,fear,Tourist ... year,https://www.dailymail.co.uk/money/news/article-1544142/Tourist-industrys-disaster-year.html
5571,neutral,Roadside ... Compass,https://www.dailymail.co.uk/money/news/article-1539992/Roadside-fare-beefs-up-Compass.html
3920,sadness,Consignia ... offices,https://www.dailymail.co.uk/money/news/article-1540183/Consignia-to-close-3000-post-offices.html
2591,neutral,Make ... facts,https://www.dailymail.co.uk/money/news/article-1542753/Make-sure-you-are-clear-on-the-facts.html
9581,sadness,PPL ... down,https://www.dailymail.co.uk/money/news/article-1534401/PPL-cell-unit-to-shut-down.html
8744,joy,US ... investors,https://www.dailymail.co.uk/money/news/article-1535454/US-retail-rise-cheers-investors.html
4703,neutral,RSA ... £240m,https://www.dailymail.co.uk/money/news/article-1539075/RSA-sells-fund-manager-for-163240m.html
1282,fear,Accountancy ... justified,https://www.dailymail.co.uk/money/news/article-1543389/Accountancy-doubts-are-justified.html
4204,neutral,Credit ... due,https://www.dailymail.co.uk/money/experts/article-1540568/Credit-where-its-due.html
8911,neutral,Hopes ... Marconi,https://www.dailymail.co.uk/money/news/article-1535660/Hopes-for-deal-on-Marconi.html
5567,anger,Gamblers ... fines,https://www.dailymail.co.uk/money/news/article-1524555/Gamblers-defy-FSA-over-16312m-fines.html
135,surprise,Is ... analyst?,https://www.dailymail.co.uk/money/news/article-1530612/Is-this-the-death-of-the-1631m-analyst.html
3401,neutral,PowderJect ... contract,https://www.dailymail.co.uk/money/news/article-1526199/PowderJect-set-for-16350m-contract.html
7584,joy,Dividend ... TSB,https://www.dailymail.co.uk/money/news/article-1522755/Dividend-cheer-at-Lloyds-TSB.html
1404,neutral,The ... king,https://www.dailymail.co.uk/money/news/article-1529976/The-Cut-Price-king.html
3013,fear,Sales ... shares,https://www.dailymail.co.uk/money/news/article-1527742/Sales-warning-hits-Oystertec-shares.html
13085,neutral,Canadian ... case,https://www.dailymail.co.uk/money/news/article-1516829/Canadian-bank-settles-Enron-case.html
4295,anger,What ... pay?,https://www.dailymail.co.uk/money/experts/article-1525154/What-will-I-pay.html
5977,neutral,Putting ... inflation,https://www.dailymail.co.uk/money/news/article-1524978/Putting-a-new-slant-on-inflation.html
1536,sadness,550 ... R&D,https://www.dailymail.co.uk/money/news/article-1528139/550-axed-as-Nokia-cuts-into-RD.html
3006,anger,New ... earners',https://www.dailymail.co.uk/money/news/article-1527740/New-rules-will-penalise-high-earners.html
1480,neutral,Thus ... forecast,https://www.dailymail.co.uk/money/news/article-1528041/Thus-raises-profits-forecast.html
282,fear,Safeway ... swoop,https://www.dailymail.co.uk/money/news/article-1530781/Safeway-soars-after-supermarket-swoop.html
226855,sadness,Anthony ... Wales,https://www.dailymail.co.uk/sport/boxing/article-5029865/Anthony-Joshua-admits-needs-time-join-greats.html
9427,neutral,Don't ... replay,https://www.dailymail.co.uk/tvshowbiz/article-4115760/Tom-Brady-brushes-teeth-like-champ-ad-Intel-360-degree-replay.html
6427,anger,'This ... Australia,https://www.dailymail.co.uk/tvshowbiz/article-4107588/Scott-Eastwood-sports-nasty-cut-face-injuring-set-Pacific-Rim-Maelstrom-Australia.html
259975,disgust,Mother ... guilty,https://www.dailymail.co.uk/news/article-5173659/Wisconsin-mom-pleads-not-guilty-child-minivan.html
192216,neutral,Human ... grafting,https://www.dailymail.co.uk/health/article-4878280/Human-bone-grown-naturally-lab-time.html
220595,joy,She's ... Disneyland,https://www.dailymail.co.uk/tvshowbiz/article-5002616/Brie-Larson-dons-quirky-heart-shaped-cut-denim-jeans.html
87013,joy,'It's ... sizes,https://www.dailymail.co.uk/femail/article-4436532/Women-bathe-glitter-empowering-nude-shoot.html
221990,neutral,Tesla ... claims,https://www.dailymail.co.uk/sciencetech/article-5009395/Report-Tesla-reached-deal-build-factory-China.html
68506,fear,Rangers ... Chelsea,https://www.dailymail.co.uk/sport/football/article-4364740/Rangers-boss-urges-Billy-Gilmour-not-join-Chelsea.html
187723,joy,Antonio ... Festival,https://www.dailymail.co.uk/tvshowbiz/article-4859750/Antonio-Banderas-overshadowed-girlfriend.html
256846,joy,Season's ... Gunner,https://www.dailymail.co.uk/tvshowbiz/article-5161885/Heidi-Montag-Spencer-Pratt-photoshoot-Gunner.html
217754,fear,'What ... tweets,https://www.dailymail.co.uk/tvshowbiz/article-4987868/Stockard-Channing-shocks-fans-appearance-Lorraine.html
75620,anger,'We've ... involved,https://www.dailymail.co.uk/tvshowbiz/article-4392372/Gordon-Ramsay-David-Beckham-s-kids-never-date.html
199094,joy,Together ... secrecy,https://www.dailymail.co.uk/news/article-4909848/Pensioner-reunited-half-sister-67-years.html
15000,fear,The ... namesake,https://www.dailymail.co.uk/news/article-4143114/Not-shy-Lady-Di-new-book-tells-Diana-s-racy-namesake.html
89354,anger,Off-duty ... cold',https://www.dailymail.co.uk/news/article-4448024/Officer-charged-punching-casino-bathroom-attendant.html
27680,disgust,"Boy, ... France",https://www.dailymail.co.uk/news/article-4197204/Boy-five-dead-wearing-just-pants-socks.html
91733,neutral,LGBTQ ... Booty',https://www.dailymail.co.uk/femail/article-4456536/LGBTQ-friendly-gym-changing-exercise-gay-community.html
104977,sadness,The ... Ibiza,https://www.dailymail.co.uk/tvshowbiz/article-4510256/Jamie-O-Hara-bikini-clad-Elizabeth-Jayne-Tierney.html
136359,fear,Britain's ... beaches,https://www.dailymail.co.uk/news/article-4642258/Shark-expert-claims-great-white-hunting-UK-waters.html
166127,sadness,'Beauty ... met',https://www.dailymail.co.uk/tvshowbiz/article-4766762/Lisa-Carlton-told-beauty-not-impress-Matty.html
67768,joy,Chrissy ... LA,https://www.dailymail.co.uk/tvshowbiz/article-4359204/Chrissy-Teigen-Hailey-Baldwin-H-M-event-LA.html
152485,sadness,Birmingham ... deal,https://www.dailymail.co.uk/sport/football/article-4711270/Birmingham-reject-5m-bid-Fulham-Che-Adams.html
267960,fear,Bitcoin ... market,https://www.dailymail.co.uk/news/article-5213515/Bitcoin-surges-16-000-Boxing-Day-bounce-back.html
10769,neutral,Will ... avoid,https://www.dailymail.co.uk/sciencetech/article-4125128/The-common-passwords-used-2016.html
202731,fear,Female ... Act,https://www.dailymail.co.uk/news/article-4924976/Female-contractor-65-arrested-counter-terror-police.html
121195,neutral,Justin ... cover,https://www.dailymail.co.uk/tvshowbiz/article-4575134/Madison-Beer-gets-pulses-racing-Ivy.html
209833,anger,Back ... feud',https://www.dailymail.co.uk/tvshowbiz/article-4957176/Vanessa-Lachey-Maksim-Chmerkovskiy-head-DWTS.html
26513,joy,'Brady's ... Sunday,https://www.dailymail.co.uk/tvshowbiz/article-4193500/Gisele-Bundchen-leads-fans-Super-Bowl-Sunday.html
228643,sadness,Danish ... dementia),https://www.dailymail.co.uk/femail/article-5035463/Danish-royals-mark-500th-anniversary-Reformation.html
123844,neutral,Good ... games,https://www.dailymail.co.uk/travel/travel_news/article-4588850/Francois-Dourlen-transforms-scenes-smartphone.html
147586,surprise,Do ... fittest),https://www.dailymail.co.uk/health/article-4688148/Do-live-world-s-laziest-country.html
51692,fear,Ilkay ... woods,https://www.dailymail.co.uk/sport/football/article-4292754/Man-City-s-Ilkay-Gundogan-goes-hike-recovery.html
109463,disgust,Jailed ... Exist',https://www.dailymail.co.uk/news/article-4530108/Jailed-paedophile-revealed-sex-attacks-boys-story.html
153151,sadness,Bournemouth ... Gradel,https://www.dailymail.co.uk/sport/football/article-4712354/Bournemouth-reject-loan-bids-winger-Max-Gradel.html
159312,neutral,Model ... selfie,https://www.dailymail.co.uk/tvshowbiz/article-4738426/Imogen-Anthony-uses-starfish-cover-breasts.html
261587,joy,Paris ... London,https://www.dailymail.co.uk/tvshowbiz/article-5182805/Paris-Hilton-puts-leggy-display-red-lace-minidress.html
267098,joy,Championship ... win,https://www.dailymail.co.uk/sport/football/article-5208775/Championship-round-Bristol-City-point-QPR.html
134963,joy,'Bad ... party,https://www.dailymail.co.uk/tvshowbiz/article-4636476/Jordan-Barrett-wears-purple-blazer-Paris-Fashion-Week.html
95655,neutral,Pastel ... $100,https://www.dailymail.co.uk/femail/article-4474580/Spring-Trend-Wear-Pastels-Like-Gigi-Hadid.html
177188,fear,LA ... home,https://www.dailymail.co.uk/news/article-4812622/LA-police-launch-probe-death-male-prostitute.html
232396,joy,Double ... 62,https://www.dailymail.co.uk/tvshowbiz/article-5054803/Kris-Jenner-looks-like-Kim-Kardashian-blonde-locks.html
116426,sadness,High ... prom,https://www.dailymail.co.uk/news/article-4558790/Teen-dies-flipping-Corvette-prom.html
28047,fear,Adorable ... steps,https://www.dailymail.co.uk/news/article-4199346/Elephant-calf-collapses-taking-steps.html
65370,anger,EXCLUSIVE: ... him,https://www.dailymail.co.uk/tvshowbiz/article-4350274/EXCLUSIVE-Cheryl-Liam-won-t-share-pictures-son.html
112207,neutral,She's ... shoot,https://www.dailymail.co.uk/tvshowbiz/article-4539922/Elyse-Taylor-flaunts-ripped-abs-bikini-photo-shoot.html
221504,sadness,'It ... him,https://www.dailymail.co.uk/news/article-5005871/Trump-fake-news-poll-finally-sinking-through.html
75713,fear,Swedish ... zone',https://www.dailymail.co.uk/news/article-4393590/Police-officers-Stockholm-attacked-STONES.html
269147,sadness,Jurgen ... ground,https://www.dailymail.co.uk/sport/football/article-5217995/Klopp-urges-fans-forget-Virgil-van-Dijks-price.html
104731,sadness,Tottenham ... operation,https://www.dailymail.co.uk/sport/football/article-4511406/Tottenham-defender-Danny-Rose-suffers-fresh-injury-blow.html
83887,fear,Doctor ... dementia,https://www.dailymail.co.uk/femail/article-4423638/Doctor-Paleo-diet-increases-cancer-risk-speeds-ageing.html
51854,fear,'My ... inside-out,https://www.dailymail.co.uk/health/article-4296482/Anti-depressants-left-woman-BURNING-inside-out.html
108368,neutral,You'd ... superfoods,https://www.dailymail.co.uk/health/article-4525544/You-d-BANANAS-not-eat-them.html
248195,fear,Woman ... ago',https://www.dailymail.co.uk/news/article-5122001/Woman-launches-UK-damages-claim-against-Weinstein.html
172804,fear,Shocking ... escape,https://www.dailymail.co.uk/news/article-4794864/Couple-REVERSE-away-armed-carjacker.html
128277,joy,Ilkay ... tennis,https://www.dailymail.co.uk/sport/football/article-4606968/Gundogan-steps-recovery-training-LA-Galaxy.html
48596,fear,Shocking ... away,https://www.dailymail.co.uk/news/article-4282496/Man-hockey-mask-attacks-reporter-LIVE-broadcast.html
216157,fear,Truck ... outrage,https://www.dailymail.co.uk/news/article-4982322/Mogadishu-truck-bomb-kills-189.html
125085,disgust,Trashman! ... post,https://www.dailymail.co.uk/tvshowbiz/article-4594584/Nick-Furphy-dons-garbage-bag-bizarre-Instagram-post.html
113663,joy,Ferrari ... Prix,https://www.dailymail.co.uk/sport/formulaone/article-4547778/Ferrari-s-Kimi-Raikkonen-hailed-champion-Monaco-pole.html
94272,surprise,Is ... Gala,https://www.dailymail.co.uk/tvshowbiz/article-4464926/Emma-Roberts-dons-tight-red-gown-pink-fur-stole-Met.html
90873,neutral,Fashion ... line,https://www.dailymail.co.uk/femail/article-4452446/Melania-Trump-wears-edgy-military-inspired-suit.html
59074,neutral,The ... souvlaki,https://www.dailymail.co.uk/travel/article-4326454/The-quiet-Corfu-s-got-lot-shout-about.html
113644,surprise,What ... goal,https://www.dailymail.co.uk/news/article-4547430/Wincing-moment-umpire-cops-ball-face.html
37682,neutral,How ... shoes!,https://www.dailymail.co.uk/femail/article-4240286/How-dress-like-grown-SARAH-MOWER.html
115228,sadness,Two ... car,https://www.dailymail.co.uk/news/article-4552608/Vehicle-hits-children-Ohio-street-killing-2-girls.html
181189,neutral,'The ... spotted,https://www.dailymail.co.uk/femail/article-4827674/Hilarious-doormats-revealed-online-gallery.html
54071,neutral,North ... conditions,https://www.dailymail.co.uk/news/article-4305320/Storm-hit-Northeast-blizzard-watch-NYC-Boston.html
85287,anger,Two ... Maryland,https://www.dailymail.co.uk/news/article-4430062/Teens-charged-hate-crime-burning-Trump-sign.html
41894,fear,Manchester ... injury,https://www.dailymail.co.uk/sport/football/article-4255694/Man-City-midfielder-Ilkay-Gundogan-trains-Abu-Dhabi.html
169067,neutral,Swift ... her,https://www.dailymail.co.uk/news/article-4782030/Taylor-Swift-s-bodyguard-takes-stand-groping-trial.html
81836,neutral,Diesel ... out),https://www.dailymail.co.uk/news/article-4417214/Diesel-drivers-scrappage-cash.html
107537,anger,Star ... Kardashian,https://www.dailymail.co.uk/femail/article-4521290/Any-Body-Instagram-account-wins-support-Khloe-Kardashian.html
131723,neutral,Up ... bag,https://www.dailymail.co.uk/femail/article-4622796/Est-e-Lauder-Names-Violette-Global-Beauty-Director.html
93009,fear,Dejan ... Watford,https://www.dailymail.co.uk/sport/football/article-4462372/Dejan-Lovren-pressure-help-Liverpool-v-Watford.html
249012,neutral,Neymar ... clash,https://www.dailymail.co.uk/sport/football/article-5125313/Neymar-leads-Paris-Saint-Germain-training-jokes.html
226095,joy,Healthy ... weekend,https://www.dailymail.co.uk/health/article-5025587/How-stay-healthy-Halloween.html
50941,fear,Real ... Napoli,https://www.dailymail.co.uk/sport/football/article-4293808/Keylor-Navas-Real-Madrid-s-Sergio-Ramos-like-striker.html
143841,fear,Rory ... tournament,https://www.dailymail.co.uk/sport/golf/article-4675086/Rory-McIlroy-misses-cut-Irish-Open-awful-rounds.html
136535,neutral,Nokia ... snake?,https://www.dailymail.co.uk/news/article-4642522/Nokia-makes-comeback-Australia.html
106271,disgust,End ... SKIN,https://www.dailymail.co.uk/sciencetech/article-4515400/Scientists-close-creating-blood-cells-patient-s-skin.html
88749,anger,'Show ... Forget',https://www.dailymail.co.uk/tvshowbiz/article-4442796/Skye-Wheatley-receives-ANZAC-backlash-tasteless-post.html
7590,fear,Leicester ... Cafu,https://www.dailymail.co.uk/sport/football/article-4111460/Leicester-talks-Ludogorets-10m-Brazilian-winger-Jonathan-Cafu.html
254919,sadness,Shakhtar ... Kharkiv,https://www.dailymail.co.uk/sport/football/article-5152937/Shakhtar-Donetsk-2-1-Manchester-City-Match-report.html
156485,anger,Carer ... WEEKS,https://www.dailymail.co.uk/news/article-4725628/Carer-sprayed-aerosol-face-dementia-patient-78.html
2415,neutral,Back ... LA,https://www.dailymail.co.uk/tvshowbiz/article-4088234/Kendall-Jenner-rumoured-ex-beau-Chandler-Parsons-spend-day-looking-luxury-cars-dinner-date.html
75753,fear,British ... GARDENING,https://www.dailymail.co.uk/news/article-4393312/British-expat-dies-freak-accident-Thailand.html
13258,fear,Secrets ... sank,https://www.dailymail.co.uk/news/article-4135368/Divers-given-MoD-permission-visit-wreck-HMS-Vanguard.html
38000,joy,West ... late!,https://www.dailymail.co.uk/sport/football/article-4239830/West-Ham-stars-let-hair-Dubai.html
149556,joy,Tummy ... Sorry,https://www.dailymail.co.uk/tvshowbiz/article-4696876/Demi-Lovato-shows-fit-midsection.html
6465,joy,It's ... mates,https://www.dailymail.co.uk/tvshowbiz/article-4106610/Kerry-Washington-continues-sparkle-dazzling-navy-dress-alongside-Scandal-castmates.html
53133,fear,Manchester ... retirement,https://www.dailymail.co.uk/sport/football/article-4301708/Manchester-City-boss-Guardiola-backs-Alonso-manager.html
199574,fear,Rafa ... praise,https://www.dailymail.co.uk/sport/football/article-4911754/Rafa-Benitez-urges-Newcastle-stars-wary-praise.html
