,url,emotion,headline,source,yr,sentiment,rel
56091,https://www.reuters.com/article/australia-stocks-morning/australia-shares-set-to-gain-on-rising-trade-optimism-nz-gains-idUSL3N27D3GY,joy,Australia ... gains,reuters,2019,1,1
56097,https://www.reuters.com/article/us-usa-stocks/wall-street-rises-as-oil-fears-recede-market-awaits-fed-idUSKBN1W21BI,fear,Wall ... Fed,reuters,2019,-1,1
56103,https://www.reuters.com/article/brief-valora-says-fy-2018-net-revenues-u/brief-valora-says-fy-2018-net-revenues-up-6-pct-to-chf-21221-mln-idUSFWN20E0VL,neutral,BRIEF-Valora ... Mln,reuters,2019,0,1
56114,https://www.reuters.com/article/sri-lanka-markets-close/sri-lankan-stocks-rupee-end-higher-ahead-of-presidential-polls-idUSL4N27V35H,neutral,Sri ... polls,reuters,2019,0,1
56125,https://www.reuters.com/article/emerging-markets-latam/emerging-markets-latam-stocks-drop-as-brazil-traders-cash-out-some-chips-idUSL1N2011SH,neutral,EMERGING ... chips,reuters,2019,0,1
56128,https://www.reuters.com/article/us-societe-generale-ivorycoast-results/societe-generales-ivory-coast-unit-2018-net-profit-up-6-percent-idUSKCN1S112Q,joy,Societe ... percent,reuters,2019,1,1
56129,https://www.reuters.com/article/brazil-economy-survey/brazils-inflation-expectations-slide-to-new-lows-survey-idUSL2N25T09W,fear,Brazil's ... -survey,reuters,2019,-1,1
56131,https://www.reuters.com/article/australia-stocks-close/australia-shares-hit-over-11-year-high-as-global-trade-worries-ease-nz-up-idUSL4N23I1TF,fear,Australia ... up,reuters,2019,-1,1
56140,https://www.reuters.com/article/hershey-co-results/hershey-sales-beats-estimates-raises-fy-revenue-forecast-idUSL3N279385,joy,Hershey ... forecast,reuters,2019,1,1
56152,https://www.reuters.com/article/us-italy-economy-salvini/italy-ready-to-break-3-percent-deficit-limit-to-cut-taxes-salvini-idUSKCN1SD1XF,neutral,Italy ... Salvini,reuters,2019,0,1
56154,https://www.reuters.com/article/global-oil/oil-drops-on-doubts-us-china-trade-deal-will-be-signed-soon-rising-us-stockpiles-idUSL3N27O06O,fear,Oil ... stockpiles,reuters,2019,-1,1
56157,https://www.reuters.com/article/usa-russia-sanctions-gaz/us-sanctions-preventing-vw-buying-stake-in-russian-automaker-gaz-ria-idUSR4N20O00X,neutral,U.S. ... RIA,reuters,2019,0,1
56158,https://www.reuters.com/article/oil-week-uganda/update-1-uganda-aims-for-q1-investment-decision-on-oil-pipeline-minister-idUSL8N27M5LX,neutral,UPDATE ... minister,reuters,2019,0,1
56161,https://www.reuters.com/article/iag-outlook/british-airways-owner-iag-expects-lower-profit-cites-major-strikes-idUSL3N26H1PV,sadness,British ... strikes,reuters,2019,-1,1
56178,https://www.reuters.com/article/us-japan-economy-capex/japans-business-spending-suggests-upward-revision-to-first-quarter-gdp-idUSKCN1T30XB,neutral,Japan's ... GDP,reuters,2019,0,1
56181,https://www.reuters.com/article/kenya-debt/kenya-seeks-150-billion-shilling-syndicated-loan-business-daily-idUSL8N2532AN,neutral,Kenya ... Daily,reuters,2019,0,1
56182,https://www.reuters.com/article/china-bonds/chinas-money-rates-rise-marginally-as-pboc-offsets-pre-holiday-cash-demand-idUSL3N1ZP2RH,neutral,China's ... demand,reuters,2019,0,1
56202,https://www.reuters.com/article/global-markets/global-markets-asian-stocks-find-modest-support-on-firmer-us-futures-idUSL3N25N4YO,neutral,GLOBAL ... futures,reuters,2019,0,1
56203,https://www.reuters.com/article/us-blockchain-ibm/ibm-and-other-companies-launch-new-blockchain-network-for-supply-management-idUSKCN1UV1AN,neutral,IBM ... management,reuters,2019,0,1
56204,https://www.reuters.com/article/us-china-economy-pmi-services-caixin/china-april-services-sector-expands-further-on-strong-export-sales-caixin-pmi-idUSKCN1SC027,joy,China ... PMI,reuters,2019,1,1
56209,https://www.reuters.com/article/usa-stocks/us-stocks-futures-higher-on-news-of-us-china-trade-talks-idUSL3N25W2OL,neutral,US ... talks,reuters,2019,0,1
56211,https://www.reuters.com/article/canada-forex/canada-fx-debt-loonie-rises-as-us-data-boosts-canadas-exports-outlook-idUSL1N22B1DG,neutral,CANADA ... outlook,reuters,2019,0,1
56217,https://www.reuters.com/article/canada-economy-trade/update-1-canada-trade-deficit-shrinks-slightly-on-higher-energy-exports-idUSL2N22K1Z9,neutral,UPDATE ... exports,reuters,2019,0,1
56220,https://www.reuters.com/article/us-televisa-results/mexicos-televisa-posts-23-drop-in-third-quarter-profit-idUSKBN1X32TB,sadness,Mexico's ... profit,reuters,2019,-1,1
56221,https://www.reuters.com/article/russias-gemabank-raises-150-mln-rbls-in/russias-gemabank-raises-150-mln-rbls-in-ipo-on-moscow-exchange-idUSL8N24R11S,neutral,Russia's ... Exchange,reuters,2019,0,1
56224,https://www.reuters.com/article/brazil-economy-activity/brazil-economic-activity-shrinks-in-march-q1-central-bank-index-idUSAQN00JA0X,sadness,Brazil ... index,reuters,2019,-1,1
56225,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-st-rises-at-open-on-apple-boost-fed-in-focus-idUSL4N24W4B6,neutral,US ... focus,reuters,2019,0,1
56227,https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-touches-new-highs-after-comments-by-feds-powell-idUSL2N24B1OW,surprise,US ... Powell,reuters,2019,0,1
56232,https://www.reuters.com/article/global-forex/forex-euro-lifted-to-2-1-2-wk-high-by-speculative-flows-linked-to-cross-border-deal-idUSL3N21U0BW,fear,FOREX-Euro ... deal,reuters,2019,-1,1
56233,https://www.reuters.com/article/us-abbvie-results/abbvie-raises-profit-forecast-but-humira-concerns-weigh-on-shares-idUSKCN1S11HB,sadness,AbbVie ... shares,reuters,2019,-1,1
56234,https://www.reuters.com/article/ikea-results/main-ikea-store-owners-full-year-operating-profit-falls-10-idUSL8N2823D9,sadness,Main ... 10%,reuters,2019,-1,1
56248,https://www.reuters.com/article/bank-hapoalim-results/israels-bank-hapoalim-q1-net-profit-up-plans-share-buy-back-idUSS0N1W001E,joy,Israel's ... back,reuters,2019,1,1
56249,https://www.reuters.com/article/brazil-bolsonaro-forex/brazils-bolsonaro-would-like-to-see-dollar-fall-idUSS8N28502W,neutral,Brazil's ... fall,reuters,2019,0,1
56262,https://www.reuters.com/article/usa-stocks/us-stocks-wall-st-flat-as-us-china-trade-deal-optimism-fades-idUSL3N26Z2W0,sadness,US ... fades,reuters,2019,-1,1
56271,https://www.reuters.com/article/eurozone-bonds/euro-zone-bond-yields-keep-lows-in-sight-as-growth-trade-worries-persist-idUSL5N23013D,fear,Euro ... persist,reuters,2019,-1,1
56274,https://www.reuters.com/article/europe-stocks/european-stocks-hit-by-iran-tensions-ma-lifts-tech-idUSL4N23W1RH,fear,European ... tech,reuters,2019,-1,1
56288,https://www.reuters.com/article/usa-moneymarkets/money-markets-us-rates-futures-slip-ahead-of-powells-speech-idUSL2N25J0AH,neutral,MONEY ... speech,reuters,2019,0,1
56292,https://www.reuters.com/article/canada-stocks/canada-stocks-drop-in-financial-stocks-pushes-tsx-lower-at-open-idUSL3N2263SR,sadness,CANADA ... open,reuters,2019,-1,1
56305,https://www.reuters.com/article/europe-stocks/european-shares-lower-as-bp-weighs-trade-tensions-intensify-again-idUSL3N26L1YU,fear,European ... again,reuters,2019,-1,1
56307,https://www.reuters.com/article/us-brazil-economy-budget/brazil-govt-loosens-purse-strings-by-125-billion-reais-hints-at-more-idUSKBN1W526I,neutral,Brazil ... more,reuters,2019,0,1
56314,https://www.reuters.com/article/us-ecb-policy-survey/ecb-survey-sees-slower-growth-and-inflation-idUSKCN1PJ0SB,sadness,ECB ... inflation,reuters,2019,-1,1
56315,https://www.reuters.com/article/us-canada-ofsi/canada-raises-capital-requirement-for-domestic-banks-to-2-idUSKCN1T51QB,neutral,Canada ... 2%,reuters,2019,0,1
56330,https://www.reuters.com/article/nordstrom-results/nordstrom-holiday-same-store-sales-rise-13-pct-idUSL3N1ZF605,surprise,Nordstrom ... pct,reuters,2019,0,1
56332,https://www.reuters.com/article/us-brazil-trade/brazil-raises-2019-trade-surplus-forecast-but-warns-activity-will-slow-idUSKCN1TW3RL,sadness,Brazil ... slow,reuters,2019,-1,1
56346,https://www.reuters.com/article/suncorp-results/update-2-australias-suncorp-h1-profit-slumps-on-hazard-claims-regulatory-costs-idUSL3N2085QM,sadness,UPDATE ... costs,reuters,2019,-1,1
56348,https://www.reuters.com/article/global-markets/global-markets-equities-drop-bond-yields-rise-on-ecb-statement-mixed-earnings-idUSL2N24Q1CJ,sadness,GLOBAL ... earnings,reuters,2019,-1,1
56350,https://www.reuters.com/article/global-forex/forex-dollar-gains-as-european-concerns-hurt-euro-sterling-idUSL2N22T0QD,fear,FOREX-Dollar ... sterling,reuters,2019,-1,1
56353,https://www.reuters.com/article/britain-sterling-open/sterling-jumps-to-7-month-high-vs-dollar-euro-idUSL8N28E1IE,neutral,Sterling ... euro,reuters,2019,0,1
56360,https://www.reuters.com/article/us-tanzania-gdp/tanzanias-economic-growth-slows-in-first-quarter-as-construction-softens-idUSKCN1UN07F,sadness,Tanzania's ... softens,reuters,2019,-1,1
56367,https://www.reuters.com/article/yes-bank-results/indias-yes-bank-profit-slumps-on-higher-provisions-asset-quality-hit-idUSL4N24I2OA,sadness,India's ... hit,reuters,2019,-1,1
56383,https://www.reuters.com/article/usa-ethanol-gasoline/epa-warns-that-us-government-shutdown-delaying-e15-gasoline-proposal-sources-idUSL1N1Z81IN,fear,EPA ... -sources,reuters,2019,-1,1
56384,https://www.reuters.com/article/jet-airways-debt-indian-oil/indian-oil-halts-fuel-supply-to-jet-airways-over-non-payment-of-dues-source-idUSL3N21S2PY,anger,Indian ... -source,reuters,2019,-1,1
56398,https://www.reuters.com/article/global-metals/metals-copper-steadies-as-traders-eye-us-china-trade-talks-idUSL8N1Z72YZ,neutral,METALS-Copper ... talks,reuters,2019,0,1
56404,https://www.reuters.com/article/global-forex/forex-dollar-holds-tight-ranges-us-sino-trade-talks-in-focus-idUSL3N22J0JK,neutral,FOREX-Dollar ... focus,reuters,2019,0,1
56414,https://www.reuters.com/article/us-jet-airways-stocks/etihad-to-raise-stake-in-cash-strapped-jet-airways-source-idUSKCN1P81NS,neutral,Etihad ... source,reuters,2019,0,1
56420,https://www.reuters.com/article/credit-suisse-gp-shadow/credit-suisse-blames-former-coo-for-covering-up-second-spying-case-idUSFWN28U0UF,anger,Credit ... case,reuters,2019,-1,1
56421,https://www.reuters.com/article/us-disney-results/disney-parks-lift-earnings-avengers-endgame-streaming-date-announced-idUSKCN1SE2MQ,joy,Disney ... announced,reuters,2019,1,1
56436,https://www.reuters.com/article/us-icra-ceo-stocks/shares-in-moodys-india-unit-fall-after-ceo-placed-on-leave-amid-probe-idUSKCN1TX1P0,sadness,Shares ... probe,reuters,2019,-1,1
56442,https://www.reuters.com/article/bankruptcy-forever21/retailer-forever-21-wins-orders-for-bankruptcy-loan-paying-vendors-idUSL2N26N1WB,neutral,Retailer ... vendors,reuters,2019,0,1
56446,https://www.reuters.com/article/chemring-results/update-1-chemring-posts-slightly-higher-profit-maintains-forecast-idUSL4N23C1D7,joy,UPDATE ... forecast,reuters,2019,1,1
56451,https://www.reuters.com/article/eurozone-insurance-generali-results/generali-q1-profit-beats-forecast-rule-changes-weigh-on-capital-idUSS8N1ZU01N,neutral,Generali ... capital,reuters,2019,0,1
56453,https://www.reuters.com/article/usa-fed-mester-markets/fed-wont-ignore-signals-but-markets-not-always-right-feds-mester-idUSL8N24350J,neutral,Fed ... Mester,reuters,2019,0,1
56473,https://www.reuters.com/article/pge-us-financing/pge-shares-surge-after-company-secures-55-bln-in-bankruptcy-financing-idUSL3N1ZM4CL,joy,PG&E ... financing,reuters,2019,1,1
56475,https://www.reuters.com/article/us-brazil-economy-rates/brazil-central-bank-holds-rates-notes-balanced-inflation-risks-idUSKCN1R12S4,neutral,Brazil ... risks,reuters,2019,0,1
56480,https://www.reuters.com/article/us-china-economy-xi/chinas-xi-says-global-domestic-economic-conditions-undergoing-profound-changes-idUSKCN1UP0YE,neutral,China's ... changes,reuters,2019,0,1
56483,https://www.reuters.com/article/philippines-economy/philippines-says-q4-agricultural-output-growth-slows-to-18-pct-yr-yr-idUSP9N1Y9009,sadness,Philippines ... yr/yr,reuters,2019,-1,1
56486,https://www.reuters.com/article/global-forex/forex-euro-gains-as-bank-relief-offsets-ecb-stimulus-idUSL2N2640G2,joy,FOREX-Euro ... stimulus,reuters,2019,1,1
56490,https://www.reuters.com/article/markets-easteurope/cee-markets-forint-softens-on-cenbank-rate-stance-stocks-down-idUSL8N2802XP,sadness,CEE ... down,reuters,2019,-1,1
56507,https://www.reuters.com/article/ireland-economy-houseprices/irish-annual-house-price-growth-rate-cools-slightly-in-may-idUSS8N22500V,neutral,Irish ... May,reuters,2019,0,1
56509,https://www.reuters.com/article/us-lebanon-economy-protests/protests-sweep-lebanon-as-fury-at-ruling-elite-grows-over-economic-corruption-idUSKBN1WX0Q8,anger,Protests ... corruption,reuters,2019,-1,1
56513,https://www.reuters.com/article/press-digest-canada/press-digest-canada-jan-29-idUSL3N1ZT3U2,neutral,PRESS ... 29,reuters,2019,0,1
56517,https://www.reuters.com/article/europe-stocks/brexit-reprieve-boosts-european-shares-idUSL8N2191GY,joy,Brexit ... shares,reuters,2019,1,1
56520,https://www.reuters.com/article/us-europe-stocks/european-shares-bounce-back-as-trade-talks-resume-idUSKCN1Q00Q6,joy,European ... resume,reuters,2019,1,1
56530,https://www.reuters.com/article/emerging-markets-latam/emerging-markets-latam-stocks-fx-join-global-rally-on-trade-hopes-strong-data-idUSL1N21L0QR,neutral,EMERGING ... data,reuters,2019,0,1
56531,https://www.reuters.com/article/femsa-results/update-2-femsas-oxxo-stores-on-mexican-border-outperform-after-wage-hikes-tax-cuts-idUSL1N22B0BE,surprise,UPDATE ... cuts,reuters,2019,0,1
56533,https://www.reuters.com/article/wixcom-results/israels-wixcom-swings-to-q1-profit-raises-2019-revenue-outlook-idUSL5N22S1GO,joy,Israel's ... outlook,reuters,2019,1,1
56540,https://www.reuters.com/article/india-stocks/indian-shares-edge-lower-as-financials-autos-weigh-idUSL3N1ZM20A,sadness,Indian ... weigh,reuters,2019,-1,1
56544,https://www.reuters.com/article/japan-stocks-midday/nikkei-edges-lower-after-hitting-4-month-high-us-jobs-data-limits-downside-idUSL3N21Q0QS,sadness,Nikkei ... downside,reuters,2019,-1,1
56547,https://www.reuters.com/article/usa-stocks/us-stocks-wall-street-drops-as-trade-tensions-spike-idUSL3N26B3NU,fear,US ... spike,reuters,2019,-1,1
56557,https://www.reuters.com/article/brazil-economy-baml/update-1-brazil-rate-cut-hopes-gather-momentum-after-low-inflation-print-idUSL2N24O0HU,joy,UPDATE ... print,reuters,2019,1,1
56558,https://www.reuters.com/article/canada-forex/canada-fx-debt-c-retreats-from-4-week-high-as-market-distrusts-inflation-uptick-idUSL1N21Z1NS,fear,CANADA ... uptick,reuters,2019,-1,1
56560,https://www.reuters.com/article/global-precious/precious-gold-firm-ahead-of-brexit-vote-but-risk-mood-caps-gains-idUSL3N2770QQ,fear,PRECIOUS-Gold ... gains,reuters,2019,-1,1
56567,https://www.reuters.com/article/germany-huawei/update-1-german-minister-fears-excluding-huawei-could-hurt-economy-idUSL8N21068H,fear,UPDATE ... economy,reuters,2019,-1,1
56572,https://www.reuters.com/article/global-precious/precious-gold-gains-on-us-china-tensions-markets-eye-fed-minutes-idUSL3N28011H,neutral,PRECIOUS-Gold ... minutes,reuters,2019,0,1
56587,https://www.reuters.com/article/usa-stocks/us-stocks-snapshot-wall-street-rallies-after-upbeat-data-idUSZXN0RJP2I,joy,US ... data,reuters,2019,1,1
56601,https://www.reuters.com/article/us-china-economy-pork-trade/chinese-pork-prices-to-rebound-next-quarter-worlds-top-exporter-predicts-idUSKCN1PO250,neutral,Chinese ... predicts,reuters,2019,0,1
56605,https://www.reuters.com/article/uk-global-forex-ecb/euro-italian-yields-fall-on-report-ecb-in-talks-on-loan-programme-idUSKCN1QN1PM,sadness,"Euro, ... programme",reuters,2019,-1,1
56620,https://www.reuters.com/article/britain-stocks/update-2-ftse-100-soars-as-election-talk-knocks-sterling-idUSL3N25T1UH,fear,UPDATE ... sterling,reuters,2019,-1,1
56631,https://www.reuters.com/article/bayer-results/bayer-adj-profit-gains-158-percent-on-monsanto-consumer-health-idUSS8N201021,joy,Bayer ... health,reuters,2019,1,1
56649,https://www.reuters.com/article/usa-debt-bills/us-treasury-to-sell-90-bln-in-4-8-week-bills-15-bln-cash-management-bills-idUSL2N27Z0QO,neutral,U.S. ... bills,reuters,2019,0,1
56658,https://www.reuters.com/article/us-eurozone-economy-moneysupply/euro-zone-lending-steady-money-supply-growth-picks-up-ecb-idUSKCN1TW1X9,neutral,Euro ... ECB,reuters,2019,0,1
56664,https://www.reuters.com/article/global-precious/corrected-precious-gold-rallies-to-a-14-month-crest-as-weak-us-jobs-data-dents-dollar-idUSL4N23E1YT,neutral,CORRECTED-PRECIOUS-Gold ... dollar,reuters,2019,0,1
56668,https://www.reuters.com/article/global-precious/precious-gold-falls-to-4-month-low-on-firm-dollar-risk-sentiment-idUSL3N225284,fear,PRECIOUS-Gold ... sentiment,reuters,2019,-1,1
56676,https://www.reuters.com/article/us-china-markets-star-trading-factbox/factbox-chinas-nasdaq-style-tech-board-embraces-market-oriented-ipos-easier-trading-rules-idUSKCN1UC0OV,neutral,Factbox: ... rules,reuters,2019,0,1
56687,https://www.reuters.com/article/india-stocks/indian-shares-close-little-changed-pnb-spikes-after-nirav-modi-arrest-idUSB8N20102C,neutral,Indian ... arrest,reuters,2019,0,1
56688,https://www.reuters.com/article/eurozone-bonds/euro-zone-bond-yields-inch-up-as-fed-dashes-hopes-for-more-easing-idUSL5N26A13U,sadness,Euro ... easing,reuters,2019,-1,1
56693,https://www.reuters.com/article/us-shell-outlook/shell-writes-down-up-to-2-3-billion-on-weaker-economic-outlook-idUSKBN1YO0PC,sadness,Shell ... outlook,reuters,2019,-1,1
56695,https://www.reuters.com/article/usa-stocks/us-stocks-futures-higher-after-rally-on-powells-dovish-remarks-idUSL4N24C2C9,fear,US ... remarks,reuters,2019,-1,1
56701,https://www.reuters.com/article/usa-stocks/us-stocks-futures-drop-as-tensions-spike-ahead-of-crucial-trade-talks-idUSL3N22L3HS,fear,US ... talks,reuters,2019,-1,1
56722,https://www.reuters.com/article/fedex-results-summary/fedex-corp-reports-results-for-the-quarter-ended-in-november-earnings-summary-idUSL8N28S472,neutral,FedEx ... Summary,reuters,2019,0,1
56729,https://www.reuters.com/article/us-usa-economy-yieldcurve-stocks-graphic/inverted-yield-curve-rattles-investors-wary-of-dying-stock-bull-market-idUSKCN1V41FK,fear,Inverted ... market,reuters,2019,-1,1
56735,https://www.reuters.com/article/europe-privacy/refile-austrian-data-privacy-activist-files-complaint-against-apple-amazon-others-idUSL8N1ZI2BM,anger,REFILE-Austrian ... others,reuters,2019,-1,1
56743,https://www.reuters.com/article/usa-bonds/treasuries-yields-fall-as-soaring-oil-adds-to-global-growth-fears-idUSL2N2670D3,fear,TREASURIES-Yields ... fears,reuters,2019,-1,1
56748,https://www.reuters.com/article/usa-bonds-repo/fed-accepts-2880-bln-at-15-day-repo-operation-idUSL1N28X09B,neutral,Fed ... operation,reuters,2019,0,1
56752,https://www.reuters.com/article/us-global-markets/global-stocks-drop-on-fears-of-expanding-trade-war-idUSKCN1T1035,fear,Global ... war,reuters,2019,-1,1
56762,https://www.reuters.com/article/brief-geoop-posts-h1-statutory-loss-befo/brief-geoop-posts-h1-statutory-loss-before-interest-tax-depreciation-amortisation-of-nz22-mln-idUSFWN1QI1IZ,sadness,BRIEF-GeoOp ... Mln,reuters,2018,-1,1
56763,https://www.reuters.com/article/global-markets/global-markets-european-shares-eye-four-month-highs-italy-sell-off-relents-idUSL5N1ST2CY,neutral,GLOBAL ... relents,reuters,2018,0,1
56764,https://www.reuters.com/article/brief-hdfc-says-profit-on-sale-of-invest/brief-hdfc-says-profit-on-sale-of-investments-for-mar-qtr-was-3-bln-rupees-idUSFWN1RG0E3,surprise,BRIEF-HDFC ... Rupees,reuters,2018,0,1
56769,https://www.reuters.com/article/brief-sanxiang-impression-expects-2017-n/brief-sanxiang-impression-expects-2017-net-profit-to-fall-to-about-2730-mln-yuan-idUSH9N1PK016,surprise,BRIEF-Sanxiang ... Yuan,reuters,2018,0,1
56771,https://www.reuters.com/article/brief-britam-sees-profit-fall-of-at-leas/brief-britam-sees-profit-fall-of-at-least-25-pct-idUSFWN1OZ0ZP,sadness,BRIEF-Britam ... Pct,reuters,2018,-1,1
56776,https://www.reuters.com/article/kenya-nbv/kenyas-nairobi-business-ventures-to-list-15-mln-additional-shares-idUSL8N1Y50NZ,neutral,Kenya's ... shares,reuters,2018,0,1
56778,https://www.reuters.com/article/brief-xiangxue-pharmaceutical-sees-fy-20/brief-xiangxue-pharmaceutical-sees-fy-2018-q1-net-profit-could-rise-up-to-20-pct-idUSL4N1RF20R,neutral,BRIEF-Xiangxue ... pct,reuters,2018,0,1
56782,https://www.reuters.com/article/brief-cornerstone-ondemand-reports-q4-lo/brief-cornerstone-ondemand-reports-q4-loss-per-share-016-idUSASB0C5HG,sadness,BRIEF-Cornerstone ... $0.16,reuters,2018,-1,1
56786,https://www.reuters.com/article/usa-stocks/us-stocks-dow-breaks-above-25000-for-first-time-idUSL4N1OZ3TV,surprise,US ... time,reuters,2018,0,1
56789,https://www.reuters.com/article/brief-marine-products-corp-reports-q1-ea/brief-marine-products-corp-reports-q1-earnings-per-share-022-idUSASC09X8O,surprise,BRIEF-Marine ... $0.22,reuters,2018,0,1
56790,https://www.reuters.com/article/zimbabwe-economy/zimbabwe-stock-market-hits-record-high-as-investors-seek-a-safe-haven-idUSL8N1WQ285,joy,Zimbabwe ... haven,reuters,2018,1,1
56791,https://www.reuters.com/article/brief-jpmorgan-chase-co-files-for-mixed/brief-jpmorgan-chase-co-files-for-mixed-shelf-of-up-to-25-bln-idUSFWN1PJ1A8,neutral,BRIEF-JPMorgan ... Bln,reuters,2018,0,1
56792,https://www.reuters.com/article/brief-arab-hotels-q1-loss-widens/brief-arab-hotels-q1-loss-widens-idUSFWN1S713B,sadness,BRIEF-Arab ... Widens,reuters,2018,-1,1
56795,https://www.reuters.com/article/brief-hdi-qtrly-earnings-per-share-038/brief-hdi-qtrly-earnings-per-share-038-idUSASC0A1OZ,neutral,BRIEF-HDI ... 0.38,reuters,2018,0,1
56798,https://www.reuters.com/article/brief-holy-stone-healthcare-raises-t105/brief-holy-stone-healthcare-raises-t105-mln-via-issuance-of-7-mln-new-shares-idUSL3N1RX3I8,joy,BRIEF-Holy ... shares,reuters,2018,1,1
56799,https://www.reuters.com/article/brief-orrstown-financial-services-report/brief-orrstown-financial-services-reports-q4-eps-032-excluding-items-idUSASB0C27K,neutral,BRIEF-Orrstown ... Items,reuters,2018,0,1
56814,https://www.reuters.com/article/us-kenya-airways-flights/kenya-airways-ceo-sees-10-percent-revenue-bump-from-direct-us-flights-idUSKBN1F015A,joy,Kenya ... flights,reuters,2018,1,1
56817,https://www.reuters.com/article/aurobindo-pharm-results/indias-aurobindo-pharma-q2-profit-falls-nearly-22-pct-idUSL4N1XN47M,sadness,India's ... pct,reuters,2018,-1,1
56818,https://www.reuters.com/article/us-europe-stocks/european-shares-suffer-worst-week-since-march-on-trade-woes-idUSKCN1LN0SK,sadness,European ... woes,reuters,2018,-1,1
56823,https://www.reuters.com/article/brief-la-z-boy-sets-quarterly-cash-divid/brief-la-z-boy-sets-quarterly-cash-dividend-of-012per-share-idUSFWN1S80L4,neutral,BRIEF-La-Z-Boy ... Share,reuters,2018,0,1
56830,https://www.reuters.com/article/global-forex/forex-trade-war-worries-keep-us-canadian-dollars-weak-idUSL5N1QO224,fear,FOREX-Trade ... weak,reuters,2018,-1,1
56832,https://www.reuters.com/article/brief-hmc-investment-securities-to-pay-c/brief-hmc-investment-securities-to-pay-cash-dividend-at-400-won-share-idUSL4N1QH3AH,joy,BRIEF-HMC ... won/share,reuters,2018,1,1
56835,https://www.reuters.com/article/global-precious/precious-gold-rises-on-weaker-dollar-ahead-of-us-data-idUSL4N1Q21AC,neutral,PRECIOUS-Gold ... data,reuters,2018,0,1
56840,https://www.reuters.com/article/brief-maxfastigheter-i-sverige-q1-profit/brief-maxfastigheter-i-sverige-q1-profit-from-property-management-up-at-sek-104-mln-idUSFWN1SB0EB,joy,BRIEF-MaxFastigheter ... Mln,reuters,2018,1,1
56845,https://www.reuters.com/article/emerging-markets/emerging-markets-emerging-stocks-follow-wall-street-drop-fx-buoyed-before-fed-meeting-idUSL3N1YN2B0,joy,EMERGING ... meeting,reuters,2018,1,1
56849,https://www.reuters.com/article/us-india-gold-imports/rising-gold-dore-imports-to-india-to-dent-banks-market-share-idUSKBN1KR0GY,neutral,Rising ... share,reuters,2018,0,1
56850,https://www.reuters.com/article/brief-sylogist-reports-q2-earnings-of-c0/brief-sylogist-reports-q2-earnings-of-c011-share-idUSFWN1S71HK,neutral,BRIEF-Sylogist ... C$0.11/Share,reuters,2018,0,1
56852,https://www.reuters.com/article/macau-gambling-revenues/update-2-macau-casino-revenue-growth-falls-short-of-expectations-in-feb-idUSL4N1QJ2B9,sadness,UPDATE ... Feb,reuters,2018,-1,1
56854,https://www.reuters.com/article/brazil-freight/brazils-lower-house-approves-decree-setting-minimum-freight-prices-idUSL1N1U71ET,neutral,Brazil's ... prices,reuters,2018,0,1
56858,https://www.reuters.com/article/britain-eu-germany/german-finmin-says-eu-must-make-its-own-decisions-on-financial-services-idUSS8N1SW00X,neutral,German ... services,reuters,2018,0,1
56866,https://www.reuters.com/article/brief-guosen-securities-to-pay-cash-divi/brief-guosen-securities-to-pay-cash-dividend-of-15-yuan-for-every-10-shares-idUSL3N1S14WM,neutral,BRIEF-Guosen ... shares,reuters,2018,0,1
56869,https://www.reuters.com/article/global-markets-creditcycle/column-creaking-credit-markets-flash-danger-for-stocks-mcgeever-idUSL8N1TO437,fear,COLUMN-Creaking ... McGeever,reuters,2018,-1,1
56875,https://www.reuters.com/article/us-rbs-results/rbs-feels-competition-squeeze-as-exceeds-profit-forecasts-idUSKBN1HY0NM,fear,RBS ... forecasts,reuters,2018,-1,1
56892,https://www.reuters.com/article/usa-bonds/treasuries-yields-fall-tracking-japanese-govt-bonds-after-boj-decision-idUSL2N1PI0YG,neutral,TREASURIES-Yields ... decision,reuters,2018,0,1
56894,https://www.reuters.com/article/brief-pan-american-silver-corp-qtrly-bas/brief-pan-american-silver-corp-qtrly-basic-adjusted-earnings-per-share-013-idUSFWN1QA146,neutral,BRIEF-Pan ... $0.13,reuters,2018,0,1
56895,https://www.reuters.com/article/japan-display-results/update-1-japan-displays-annual-net-loss-jumps-nearly-eight-fold-to-23-bln-idUSL3N1SM32D,surprise,UPDATE ... bln,reuters,2018,0,1
56899,https://www.reuters.com/article/brief-hudson-ltd-sees-us-ipo-of-3942-mln/brief-hudson-ltd-sees-us-ipo-of-3942-mln-class-a-common-shares-priced-between-19-21-per-share-idUSFWN1PE0RY,neutral,BRIEF-Hudson ... Share,reuters,2018,0,1
56900,https://www.reuters.com/article/brief-fitch-says-indonesian-bank-pressur/brief-fitch-says-indonesian-bank-pressures-easing-in-improving-environment-idUSFWN1RG0VT,neutral,BRIEF-Fitch ... Environment,reuters,2018,0,1
56902,https://www.reuters.com/article/global-forex/forex-trade-disputes-german-politics-kick-euro-lower-idUSL4N1TY3DU,anger,FOREX-Trade ... lower,reuters,2018,-1,1
56903,https://www.reuters.com/article/brief-jinzi-ham-sees-fy-2017-net-profit/brief-jinzi-ham-sees-fy-2017-net-profit-up-4127-pct-to-4529-pct-idUSL4N1PR47Y,neutral,BRIEF-Jinzi ... pct,reuters,2018,0,1
