emotion,headline,url
neutral,What ... Like?,https://slate.com/news-and-politics/2005/08/what-does-fat-taste-like.html
neutral,Father ... Fixation,https://slate.com/news-and-politics/2005/08/kirk-douglas-and-michael-douglas-lock-oedipal-horns-on-hbo.html
neutral,Ho ... Ho,https://slate.com/news-and-politics/2005/08/ho-ho-ho.html
neutral,Fair ... Square,https://slate.com/news-and-politics/2005/08/the-case-for-biased-book-reviewers.html
neutral,Brad ... Public—Again!,https://slate.com/news-and-politics/2005/08/brad-and-angelina-go-publicagain.html
neutral,Crime ... Capsule,https://slate.com/news-and-politics/2005/08/crime-capsule.html
neutral,Unreality ... Checked,https://slate.com/news-and-politics/2005/08/unreality-checked.html
fear,Staring ... Abyss,https://slate.com/technology/2005/08/staring-into-the-abyss.html
disgust,Sex ... Cinema,https://slate.com/culture/2005/08/why-sex-is-a-liability-in-hollywood.html
neutral,Moon ... Pans,https://slate.com/technology/2005/08/moon-pans.html
neutral,Bob ... Witness,https://slate.com/news-and-politics/2005/08/bob-ney-character-witness.html
fear,The ... Expectations,https://slate.com/news-and-politics/2005/08/the-tyranny-of-high-expectations.html
neutral,Targeted ... Ads,https://slate.com/news-and-politics/2005/08/slate-on-day-to-day-for-the-week-of-aug-15.html
surprise,The ... Boomtown,https://slate.com/news-and-politics/2005/08/the-new-boomtown.html
joy,Thanks ... Out!,https://slate.com/news-and-politics/2005/08/what-s-wrong-with-guest-worker-programs.html
neutral,Cindy ... Piffle,https://slate.com/news-and-politics/2005/08/cindy-sheehan-s-sinister-piffle.html
fear,In ... Rough,https://slate.com/news-and-politics/2005/08/in-the-rough.html
neutral,Withdrawal ... Effects,https://slate.com/news-and-politics/2005/08/withdrawal-effects.html
surprise,The ... Candidate?,https://slate.com/news-and-politics/2005/08/liberal-love-for-john-roberts.html
neutral,Goody ... Shoes,https://slate.com/news-and-politics/2005/08/goody-two-shoes.html
neutral,A ... Constitution,https://slate.com/news-and-politics/2005/08/a-week-constitution.html
anger,Write ... Constitution!,https://slate.com/news-and-politics/2005/08/iraq-constitution-writing-contest.html
surprise,Taking ... Constitutional?,https://slate.com/news-and-politics/2005/08/taking-a-constitutional.html
neutral,Got ... Guilt?,https://slate.com/news-and-politics/2005/08/guilty-suv-owners-against-pollution.html
neutral,Milk ... Bar,https://slate.com/technology/2005/08/milk-bar.html
neutral,“First ... Body”,https://slate.com/culture/2005/08/first-body.html
disgust,Skin ... Fetus,https://slate.com/technology/2005/08/skin-the-fetus.html
neutral,Cave ... Thinkers,https://slate.com/technology/2005/08/evolutionary-psychology-gets-evolution-wrong.html
neutral,Dopes ... Dope,https://slate.com/news-and-politics/2005/08/dopes-on-dope.html
surprise,So ... …,https://slate.com/news-and-politics/2005/08/what-s-with-the-greek-shipping-magnates.html
neutral,Target ... Target,https://slate.com/news-and-politics/2005/08/discount-retail-goes-to-the-new-yorker.html
neutral,Improper ... Advances,https://slate.com/news-and-politics/2005/08/improper-advances.html
neutral,The ... Disengagement,https://slate.com/news-and-politics/2005/08/disengagement-and-the-rule-of-law.html
neutral,Pale ... Imitations,https://slate.com/culture/2005/08/baseball-s-other-historically-pathetic-team.html
neutral,Pale ... Codes,https://slate.com/news-and-politics/2005/08/the-fray-s-white-sox-fans-and-their-pathos.html
sadness,Leaving ... Gaza,https://slate.com/news-and-politics/2005/08/the-middle-east-press-on-gaza-disengagement.html
sadness,Bright ... Wrong,https://slate.com/technology/2005/08/bright-and-wrong.html
neutral,What ... Heads?,https://slate.com/news-and-politics/2005/08/why-the-gaza-settlers-wear-cubes-on-their-heads.html
neutral,Ernst ... Haeckel,https://slate.com/technology/2005/08/ernst-haeckel.html
neutral,KKK ... KFC,https://slate.com/technology/2005/08/the-difference-between-blacks-and-animals.html
neutral,Jihad ... Bangladesh,https://slate.com/news-and-politics/2005/08/jihad-in-bangladesh.html
neutral,The ... slackers,https://slate.com/technology/2005/08/the-forgotten-nasa-history-and-some-slackers.html
surprise,Lions ... My!,https://slate.com/technology/2005/08/lions-and-cheetahs-and-elephants-run-wild.html
neutral,Iraqi ... Winners,https://slate.com/news-and-politics/2005/08/iraq-constitution-contest-the-winners.html
neutral,The ... Factory,https://slate.com/news-and-politics/2005/08/the-skin-factory.html
disgust,Anarchy ... U.K.,https://slate.com/news-and-politics/2005/08/little-britain-is-a-perversely-funny-import-from-the-bbc.html
neutral,The ... Street,https://slate.com/culture/2005/08/the-web-site-that-captures-idle-chatter.html
neutral,How ... Woman,https://slate.com/culture/2005/08/red-eye-and-the-40-year-old-virgin.html
fear,Midlife ... Assessment,https://slate.com/human-interest/2005/08/a-midlife-assessment.html
neutral,Let’s ... Physical,https://slate.com/human-interest/2005/08/lets-get-physical.html
neutral,"Gaza, ... Stripped",https://slate.com/news-and-politics/2005/08/gaza-stripped.html
neutral,Isn’t ... Enough?,https://slate.com/news-and-politics/2005/08/isn-t-one-life-sentence-enough.html
neutral,Philadelphia ... 2005,https://slate.com/news-and-politics/2005/08/philadelphia-1787-vs-baghdad-2005.html
neutral,What ... Wants,https://slate.com/news-and-politics/2005/08/cindy-sheehan-s-moral-blackmail.html
neutral,Virgin ... Frantic,https://slate.com/news-and-politics/2005/08/virgin-most-frantic.html
neutral,Hopeless ... Pictures,https://slate.com/news-and-politics/2005/08/is-the-current-craze-for-hollywood-satire-a-symptom-of-the-industry-s-guilty-conscience.html
neutral,John ... Problem,https://slate.com/news-and-politics/2005/08/john-roberts-woman-problem.html
joy,Your ... Randi,https://slate.com/technology/2005/08/your-dinner-with-randi.html
neutral,The ... Four,https://slate.com/news-and-politics/2005/08/the-final-four.html
neutral,Department ... Labor,https://slate.com/news-and-politics/2005/08/department-of-labor.html
neutral,Vioxx ... Gored,https://slate.com/news-and-politics/2005/08/vioxx-is-gored.html
disgust,Kurds ... Factions,https://slate.com/news-and-politics/2005/08/kurds-and-way-out-factions.html
neutral,What’s ... Worth?,https://slate.com/news-and-politics/2005/08/why-john-roberts-hates-comparable-worth.html
neutral,It’s ... Bike,https://slate.com/news-and-politics/2005/08/the-boy-of-summer.html
neutral,Help ... Slate,https://slate.com/news-and-politics/2005/08/help-us-redesign-slate.html
anger,Frist ... cause,https://slate.com/technology/2005/08/frist-cause.html
neutral,Gazapalooza ... Gazapalooza,https://slate.com/news-and-politics/2005/08/gazapalooza.html
neutral,Constitutional ... Contention,https://slate.com/news-and-politics/2005/08/constitutional-contention.html
neutral,Uncle ... …,https://slate.com/business/2005/08/the-army-s-new-ad-campaign.html
neutral,Bret ... Ellis,https://slate.com/news-and-politics/2005/08/bret-easton-ellis-inspired-new-novel.html
neutral,The ... Thing,https://slate.com/culture/2005/08/the-blu-ray-revolution.html
neutral,Bikes ... Bitterballen,https://slate.com/human-interest/2005/08/bikes-and-bitterballen.html
neutral,No ... Delight,https://slate.com/news-and-politics/2005/08/no-sunni-delight.html
sadness,Reasons ... Living,https://slate.com/news-and-politics/2005/08/what-s-a-living-constitution.html
neutral,Hurricane ... Hugo,https://slate.com/news-and-politics/2005/08/hurricane-hugo.html
neutral,Crack ... Now.,https://slate.com/news-and-politics/2005/08/what-the-press-didn-t-learn-from-the-last-drug-panic.html
neutral,What ... Supernotes?,https://slate.com/news-and-politics/2005/08/what-are-supernotes.html
neutral,Ask ... Sistani!,https://slate.com/news-and-politics/2005/08/ask-ayatollah-sistani.html
disgust,Unprepared ... Worst,https://slate.com/news-and-politics/2005/08/what-iraq-s-constitution-means-for-the-rest-of-the-arab-world.html
surprise,Overheard ... Fray,https://slate.com/news-and-politics/2005/08/snippets-and-soundbytes-from-slate-s-most-quotable-readers.html
neutral,“Echoes” ... “Echoes”,https://slate.com/culture/2005/08/echoes.html
neutral,Art ... Science,https://slate.com/technology/2005/08/art-of-science.html
neutral,Equal ... Time,https://slate.com/news-and-politics/2005/08/equal-time-for-evolutionists.html
neutral,Daft ... Constitution,https://slate.com/news-and-politics/2005/08/daft-constitution.html
neutral,Fractured ... Tales,https://slate.com/news-and-politics/2005/08/slate-on-day-to-day-for-the-week-of-aug-22.html
surprise,To ... Snip?,https://slate.com/technology/2005/08/help-slate-s-circumcision-research-project.html
neutral,Articles ... Consternation,https://slate.com/news-and-politics/2005/08/iraq-s-infuriatingly-vague-constitution.html
neutral,The ... Standard,https://slate.com/business/2005/08/if-you-liked-google-at-85-a-share-you-ll-love-it-at-280.html
neutral,The ... Gezellig,https://slate.com/human-interest/2005/08/the-quest-for-gezellig.html
neutral,"Weed, ... Hookers",https://slate.com/human-interest/2005/08/weed-tightwads-and-hookers.html
neutral,What ... Like?,https://slate.com/news-and-politics/2005/08/what-does-arab-democracy-look-like.html
neutral,McCain ... mutiny,https://slate.com/technology/2005/08/mccain-mutiny.html
neutral,Mars ... again,https://slate.com/technology/2005/08/mars-attacks-again.html
neutral,Chatterbox ... Lott!,https://slate.com/news-and-politics/2005/08/chatterbox-answers-lott.html
anger,I ... Conquered,https://slate.com/culture/2005/08/perimeter-security-is-ugly-and-may-not-keep-us-safe.html
neutral,On ... Emissions,https://slate.com/news-and-politics/2005/08/on-emissions.html
neutral,Gas-Trick ... Gas-Trick,https://slate.com/news-and-politics/2005/08/gas-trick.html
neutral,Big-Screen ... Televisions,https://slate.com/news-and-politics/2005/08/the-morality-of-the-big-screen-tv.html
neutral,The ... Judges,https://slate.com/news-and-politics/2005/08/the-secret-lives-of-retired-judges.html
neutral,Pat ... List,https://slate.com/news-and-politics/2005/08/pat-robertson-s-hit-list.html
neutral,The ... Chicken,https://slate.com/news-and-politics/2005/08/what-would-jesus-say-at-a-gop-fund-raiser.html
neutral,It’s ... a-Living,https://slate.com/news-and-politics/2005/08/it-s-a-living.html
neutral,Monster-In-Law ... Monster-In-Law,https://slate.com/human-interest/2005/08/monsterinlaw.html
neutral,Basing ... Instinct,https://slate.com/news-and-politics/2005/08/basing-instinct.html
neutral,Living ... Dream,https://slate.com/human-interest/2005/08/living-the-dream.html
neutral,Après ... Market,https://slate.com/business/2005/08/vive-la-cac-40.html
neutral,Bubble-lusions ... Bubble-lusions,https://slate.com/business/2005/08/why-real-estate-agents-aren-t-rich.html
neutral,The ... Son,https://slate.com/culture/2005/08/coach-s-sons-the-menace-of-youth-sports.html
neutral,Hold ... Everything,https://slate.com/business/2005/08/obscure-economic-indicator-port-of-los-angeles-container-counts.html
neutral,Blogging ... Lines,https://slate.com/news-and-politics/2005/08/blogging-from-the-front-lines.html
neutral,Shroomin’ ... Shroomin’,https://slate.com/human-interest/2005/08/should-i-move-to-amsterdam-shroomin.html
neutral,Stick ... Shine,https://slate.com/news-and-politics/2005/08/stick-it-where-the-sunni-don-t-shine.html
neutral,The ... Field,https://slate.com/news-and-politics/2005/08/how-to-turn-your-pet-into-a-superstar-athlete.html
neutral,Concessions ... Standoff,https://slate.com/news-and-politics/2005/08/can-the-iraqi-constitution-be-saved.html
surprise,A ... Movies,https://slate.com/news-and-politics/2005/08/a-grimm-week-in-movies.html
neutral,Toga ... Party,https://slate.com/news-and-politics/2005/08/hbo-s-rome-is-an-expensively-mounted-lovingly-researched-snore.html
neutral,Britpop ... Rocks,https://slate.com/culture/2005/08/recent-britpop.html
disgust,Let’s ... Bitch,https://slate.com/news-and-politics/2005/08/how-to-fix-entourage.html
neutral,Drive-in ... Delights,https://slate.com/news-and-politics/2005/08/drive-in-delights-skeletons-and-virgins-are-even-better-outdoors.html
neutral,The ... UMD,https://slate.com/culture/2005/08/movies-for-gamers.html
fear,My ... Hack,https://slate.com/culture/2005/08/my-life-as-a-hack.html
sadness,Plumbing ... Troubles,https://slate.com/news-and-politics/2005/08/plumbing-troubles.html
joy,Strictly ... Speaking,https://slate.com/news-and-politics/2005/08/strictly-speaking.html
joy,"Congratulations, ... Theocracy!",https://slate.com/news-and-politics/2005/08/congratulations-it-s-a-theocracy.html
neutral,The ... Planets,https://slate.com/technology/2005/08/the-king-and-queen-of-the-planets.html
neutral,Make ... Can,https://slate.com/news-and-politics/2005/08/make-me-a-state-as-fast-as-you-can.html
fear,Bracing ... Disaster,https://slate.com/news-and-politics/2005/08/bracing-for-disaster.html
neutral,The ... Race,https://slate.com/news-and-politics/2005/08/slate-on-day-to-day-for-the-week-of-aug-29.html
neutral,Cut ... Off,https://slate.com/news-and-politics/2005/08/another-disgusting-religious-practice.html
sadness,Losing ... Momentum,https://slate.com/news-and-politics/2005/08/what-s-new-in-the-new-yorker-etc.html
neutral,Eye ... Storm,https://slate.com/news-and-politics/2005/08/eye-of-the-storm.html
disgust,Alive ... Kicking,https://slate.com/news-and-politics/2005/08/rumors-of-the-constitution-s-death-are-exaggerated.html
neutral,How ... Level?,https://slate.com/news-and-politics/2005/08/how-do-you-measure-sea-level.html
neutral,Venus ... deux,https://slate.com/technology/2005/08/venus-and-jupiter-part-deux.html
disgust,It’s ... Jerk!,https://slate.com/news-and-politics/2005/08/should-men-watch-their-wives-give-birth.html
neutral,The ... Manager,https://slate.com/culture/2005/08/the-cult-of-the-general-manager.html
fear,The ... Men,https://slate.com/technology/2005/08/the-coming-extinction-of-men.html
neutral,Send ... Aliens,https://slate.com/culture/2005/08/send-in-the-aliens.html
neutral,Peering ... Merck,https://slate.com/news-and-politics/2005/08/peering-through-the-merck.html
anger,Robertson ... Israel!,https://slate.com/news-and-politics/2005/08/robertson-attacks-israel.html
neutral,The ... Graybeards,https://slate.com/technology/2005/08/can-thirtysomethings-survive-on-xbox-live.html
neutral,Pricey ... Therapy,https://slate.com/technology/2005/08/the-downside-of-making-postpartum-depression-sexy.html
sadness,Is ... Dying?,https://slate.com/business/2005/08/what-s-wrong-with-dell.html
neutral,Mr. ... Presume?,https://slate.com/culture/2005/08/the-constant-gardener.html
neutral,“Very ... Rilke”,https://slate.com/culture/2005/08/very-rilke.html
neutral,Katrina ... Catastrophe,https://slate.com/news-and-politics/2005/08/katrina-catastrophe.html
neutral,How ... Cemetery?,https://slate.com/news-and-politics/2005/08/how-do-you-move-a-cemetery.html
neutral,Into ... Breach,https://slate.com/news-and-politics/2005/08/into-the-breach.html
neutral,They ... Way,https://slate.com/technology/2005/08/they-didnt-planet-that-way.html
neutral,Haiti ... Again,https://slate.com/news-and-politics/2005/08/haiti-tries-elections-again.html
surprise,What ... Houses?,https://slate.com/news-and-politics/2005/08/what-happens-to-flooded-houses.html
neutral,City ... Nature,https://slate.com/news-and-politics/2005/08/new-orleans-blessing-new-orleans-curse.html
sadness,Sorry ... FDR,https://slate.com/news-and-politics/2005/08/bush-s-worst-war-analogy-yet.html
sadness,Mourning ... Orleans,https://slate.com/news-and-politics/2005/08/mourning-my-new-orleans.html
neutral,Musical ... Blondes,https://slate.com/news-and-politics/2005/08/musical-blondes.html
neutral,What’s ... Reserve?,https://slate.com/news-and-politics/2005/08/what-s-the-strategic-petroleum-reserve.html
neutral,The ... Winter,https://slate.com/technology/2005/08/robert-parker-s-influence-has-peaked.html
fear,The ... Flood,https://slate.com/news-and-politics/2005/08/the-flood.html
neutral,Runaway ... Star,https://slate.com/technology/2005/09/runaway-star.html
fear,Lost ... Flood,https://slate.com/news-and-politics/2005/08/why-no-mention-of-race-or-class-in-tv-s-katrina-coverage.html
neutral,Raggedy ... Andy,https://slate.com/culture/2005/08/how-andy-roddick-flamed-out-of-the-u-s-open.html
sadness,I ... Pain,https://slate.com/technology/2005/08/compassionate-conservatism-enters-the-womb.html
neutral,An ... Election,https://slate.com/news-and-politics/2005/08/an-election-without-lavalas-is-not-an-election.html
neutral,New ... Looted,https://slate.com/news-and-politics/2005/08/new-orleans-looted.html
neutral,Are ... Dangerous?,https://slate.com/news-and-politics/2005/09/the-effects-of-the-deceased-on-the-living.html
neutral,Santa ... Danger,https://slate.com/news-and-politics/2005/09/washington-quit-fixating-on-hugo-chavez.html
neutral,How ... Curves,https://slate.com/human-interest/2005/09/how-modernism-got-its-curves.html
disgust,Open ... Foot,https://slate.com/human-interest/2005/09/open-mouth-insert-foot.html
anger,Conjunction! ... Conjunction!,https://slate.com/technology/2005/09/conjunction.html
neutral,Riding ... Orleans,https://slate.com/news-and-politics/2005/09/riding-on-the-city-of-new-orleans.html
anger,Department ... Screw-Up,https://slate.com/news-and-politics/2005/09/department-of-homeland-screw-up.html
neutral,Children ... Beslan,https://slate.com/news-and-politics/2005/09/hbo-s-new-documentary-children-of-beslan-is-brilliant-but-bone-crushingly-sad.html
neutral,The ... Roundup,https://slate.com/news-and-politics/2005/09/the-oil-price-roundup.html
sadness,The ... Packed,https://slate.com/news-and-politics/2005/09/the-prisons-are-packed.html
fear,New ... Nightmare,https://slate.com/news-and-politics/2005/09/new-orleans-nightmare.html
neutral,The ... Premium,https://slate.com/business/2005/09/katrina-could-hurt-the-economy-more-than-9-11.html
neutral,Could ... Life?,https://slate.com/news-and-politics/2005/09/could-drinking-floodwater-save-your-life.html
disgust,When ... Baked,https://slate.com/news-and-politics/2005/09/the-1995-chicago-heat-wave.html
neutral,Getting ... Away,https://slate.com/news-and-politics/2005/09/getting-le-carre-ed-away.html
neutral,Summer-House ... 2,https://slate.com/news-and-politics/2005/09/summer-house-lit-part-2.html
neutral,The ... South,https://slate.com/culture/2005/09/can-new-orleans-recover-its-cultural-richness.html
neutral,What ... Law?,https://slate.com/news-and-politics/2005/09/is-new-orleans-under-martial-law.html
anger,Pointing ... Fingers,https://slate.com/news-and-politics/2005/09/pointing-fingers.html
anger,The ... Heads,https://slate.com/news-and-politics/2005/09/newscasters-sick-of-official-lies-and-stonewalling-finally-start-snarling.html
neutral,Ray ... Nagin,https://slate.com/news-and-politics/2005/09/is-ray-nagin-a-good-mayor.html
sadness,The ... Poorer,https://slate.com/news-and-politics/2005/09/dispatches-from-haiti-the-poor-get-poorer.html
neutral,Coldplay ... Socks,https://slate.com/news-and-politics/2005/09/the-latest-from-gossip-s-inverified-frontier.html
disgust,Humble ... Fie,https://slate.com/news-and-politics/2005/09/humble-fie.html
neutral,$41 ... Foresight,https://slate.com/news-and-politics/2005/09/41-billion-ways-dhs-is-botching-the-recovery.html
neutral,Operation ... Relief,https://slate.com/news-and-politics/2005/09/operation-relief.html
sadness,News ... Lose,https://slate.com/news-and-politics/2005/09/news-you-can-lose-or-what-i-hate-about-cable-tv-journalism.html
neutral,Tennis ... Buttons,https://slate.com/news-and-politics/2005/09/tennis-and-top-buttons.html
neutral,Grand ... Unification,https://slate.com/technology/2005/09/grand-unification.html
neutral,The ... Blew,https://slate.com/technology/2005/09/how-a-hurricane-turned-citizens-into-criminals.html
neutral,History’s ... Justice,https://slate.com/news-and-politics/2005/09/what-rehnquist-didn-t-do.html
neutral,He’s ... Now,https://slate.com/news-and-politics/2005/09/he-s-gaveling-the-angels-now.html
neutral,Down ... Bayou,https://slate.com/news-and-politics/2005/09/the-lucky-escape-of-bayou-lafourche.html
neutral,William ... Rehnquist,https://slate.com/news-and-politics/2005/09/slate-on-chief-justice-rehnquist.html
sadness,News ... 2,https://slate.com/news-and-politics/2005/09/news-you-can-lose-part-2.html
neutral,Appoint ... Blank,https://slate.com/news-and-politics/2005/09/appoint-blank.html
sadness,Heather ... Mommies,https://slate.com/technology/2005/09/heather-has-two-genetic-mommies.html
sadness,Sick ... City,https://slate.com/technology/2005/09/the-diseases-that-katrina-unleashed.html
neutral,The ... Fatwa,https://slate.com/culture/2005/09/the-iger-fatwa.html
neutral,Pennies ... Heaven,https://slate.com/business/2005/09/why-katrina-won-t-flood-insurance-companies.html
neutral,Why ... Experiment,https://slate.com/culture/2005/09/why-i-liked-nickel-and-dimed-ehrenreich-s-previous-experiment.html
neutral,Barbara ... Job,https://slate.com/culture/2005/09/barbara-ehrenreich-shows-how-not-to-look-for-a-job.html
sadness,“All ... Mouse”,https://slate.com/culture/2005/09/all-that-died-in-the-cat-punctured-mouse.html
fear,Iraq ... Katrina,https://slate.com/news-and-politics/2005/09/the-war-hasn-t-kept-us-from-fighting-the-flood.html
neutral,A ... Justice,https://slate.com/news-and-politics/2005/09/a-higher-justice.html
neutral,Gilligan’s ... Dreams,https://slate.com/news-and-politics/2005/09/the-archetype-of-the-inept-but-lovable-slacker.html
neutral,Why ... Working,https://slate.com/news-and-politics/2005/09/how-the-flood-affects-wireless-service.html
neutral,Political ... Hurricane,https://slate.com/news-and-politics/2005/09/bush-s-efforts-to-recover-from-katrina.html
neutral,Shoes ... Fill,https://slate.com/news-and-politics/2005/09/shoes-to-fill.html
surprise,The ... 11?,https://slate.com/news-and-politics/2005/09/what-s-new-in-newsweek-etc.html
surprise,A ... Job,https://slate.com/news-and-politics/2005/09/slate-on-day-to-day-for-the-week-of-sept-05.html
neutral,John ... Jr.,https://slate.com/news-and-politics/2005/09/slate-on-john-g-roberts-jr.html
neutral,Talk ... Job,https://slate.com/news-and-politics/2005/09/why-would-anyone-want-to-be-chief-justice.html
fear,Illusory ... Inquiry,https://slate.com/news-and-politics/2005/09/illusory-inquiry.html
neutral,Why ... Help,https://slate.com/culture/2005/09/bait-and-switch-why-american-workers-should-get-help.html
neutral,An ... Storm,https://slate.com/news-and-politics/2005/09/how-race-shaped-bush-s-response-to-katrina.html
neutral,The ... World,https://slate.com/news-and-politics/2005/09/the-real-world.html
neutral,Pump ... Up,https://slate.com/business/2005/09/don-t-worry-about-price-gouging-now.html
neutral,Joe ... Pimp,https://slate.com/news-and-politics/2005/09/joe-allbaugh-disaster-pimp.html
neutral,Lying ... Repose,https://slate.com/news-and-politics/2005/09/lying-in-state-vs-lying-in-repose.html
neutral,Intelligent ... Hoodlum,https://slate.com/technology/2005/09/intelligent-hoodlum.html
sadness,No ... Relief,https://slate.com/culture/2005/09/why-we-shouldn-t-aid-katrina-s-victims-too-much.html
neutral,Why ... Jobs,https://slate.com/culture/2005/09/why-it-s-harder-for-white-collar-workers-to-find-jobs.html
neutral,What’s ... Motivation?,https://slate.com/news-and-politics/2005/09/why-dhs-is-doomed-without-an-overhaul.html
neutral,Eritrea ... Now,https://slate.com/news-and-politics/2005/09/eritrea-then-and-now.html
surprise,A ... Commission?,https://slate.com/news-and-politics/2005/09/a-katrina-commission.html
neutral,Don’t ... Refloat,https://slate.com/news-and-politics/2005/09/the-case-against-rebuilding-the-sunken-city-of-new-orleans.html
neutral,The ... Planets,https://slate.com/technology/2005/09/the-blog-of-the-planets.html
anger,"Demons, ... Out!",https://slate.com/culture/2005/09/the-exorcism-of-emily-rose.html
neutral,It’s ... Refiner,https://slate.com/business/2005/09/who-to-hate-when-you-fill-your-tank.html
neutral,Diversity ... Jurisdiction,https://slate.com/news-and-politics/2005/09/diversity-jurisdiction.html
neutral,Same ... Year,https://slate.com/news-and-politics/2005/09/fox-s-reunion-brings-high-concept-plotting-to-the-teen-soap.html
neutral,The ... Trial,https://slate.com/news-and-politics/2005/09/the-legend-of-the-scopes-trial.html
neutral,War ... Aftermath,https://slate.com/news-and-politics/2005/09/war-and-its-aftermath.html
neutral,Force ... Out,https://slate.com/news-and-politics/2005/09/force-out.html
neutral,Like ... Virgin,https://slate.com/human-interest/2005/09/like-a-virgin.html
joy,Hip-Hop’s ... Hamlet,https://slate.com/culture/2005/09/hip-hop-s-hamlet.html
neutral,Why ... Way?,https://slate.com/news-and-politics/2005/09/how-new-orleans-got-its-accent.html
neutral,Dangling ... Man,https://slate.com/news-and-politics/2005/09/michael-brown-twists-slowly-in-the-wind.html
disgust,No ... Around,https://slate.com/news-and-politics/2005/09/no-more-horsing-around.html
neutral,A ... Lunches,https://slate.com/human-interest/2005/09/how-to-make-gumbo-and-other-new-orleans-classics.html
joy,Star ... Gazing,https://slate.com/culture/2005/09/star-gazing.html
sadness,No ... Future,https://slate.com/news-and-politics/2005/09/what-went-wrong-ineritrea-no-future.html
sadness,The ... Fallacy,https://slate.com/news-and-politics/2005/09/bush-is-a-sucker-for-the-sunk-cost-fallacy.html
neutral,Storm ... Warning,https://slate.com/news-and-politics/2005/09/how-the-flood-compromises-u-s-foreign-policy.html
neutral,Seinfeld ... Seinfeld,https://slate.com/news-and-politics/2005/09/seinfeld-on-madison-avenue.html
disgust,Is ... Ugly?,https://slate.com/news-and-politics/2005/09/is-tom-cruise-ugly.html
neutral,Going ... Courting,https://slate.com/news-and-politics/2005/09/going-courting.html
neutral,Ask ... Receive,https://slate.com/news-and-politics/2005/09/ask-and-ye-shall-receive.html
neutral,The ... Orleans,https://slate.com/news-and-politics/2005/09/the-spirit-of-new-orleans-survives.html
neutral,The ... Aristobureaucrats,https://slate.com/news-and-politics/2005/09/bush-is-blaming-his-own-bureaucracy.html
neutral,How ... Iraq?,https://slate.com/news-and-politics/2005/09/how-to-win-in-iraq.html
anger,Fudge ... “Brownie”,https://slate.com/news-and-politics/2005/09/fudge-brownie.html
neutral,Dispatch ... Orleans,https://slate.com/news-and-politics/2005/09/what-new-orleans-rescue-workers-find.html
neutral,You’re ... Brown,https://slate.com/news-and-politics/2005/09/you-re-out-michael-brown.html
neutral,Rights ... Rights,https://slate.com/technology/2005/09/rights.html
neutral,What ... Wrong,https://slate.com/news-and-politics/2005/09/what-went-wrong.html
fear,Could ... Blackout?,https://slate.com/news-and-politics/2005/09/could-al-qaida-cause-a-blackout.html
neutral,9/11/05 ... 9/11/05,https://slate.com/news-and-politics/2005/09/9-11-05.html
neutral,The ... Dogs,https://slate.com/news-and-politics/2005/09/the-truth-about-cats-and-dogs.html
neutral,Flying ... Low,https://slate.com/news-and-politics/2005/09/slate-on-day-to-day-for-the-week-of-sept-12.html
neutral,George ... Gorgeous,https://slate.com/news-and-politics/2005/09/now-watch-me-debate-him.html
sadness,Saving ... Francisco,https://slate.com/news-and-politics/2005/09/what-s-new-in-the-economist-etc.html
neutral,Fashion ... 2,https://slate.com/news-and-politics/2005/09/fashion-week-faq-part-2.html
neutral,Take ... Nino,https://slate.com/news-and-politics/2005/09/breyer-dukes-it-out-with-scalia.html
sadness,Remembrance ... Recovery,https://slate.com/news-and-politics/2005/09/remembrance-amid-recovery.html
neutral,Louisiana’s ... Complex,https://slate.com/news-and-politics/2005/09/is-louisiana-under-napoleonic-law.html
neutral,The ... Try,https://slate.com/human-interest/2005/09/the-college-application-essay.html
joy,Nostalgic ... Chic,https://slate.com/culture/2005/09/retro-looks-at-new-york-fashion-week.html
surprise,The ... Game,https://slate.com/culture/2005/09/winning-the-indie-game.html
neutral,The ... Test,https://slate.com/technology/2005/09/the-katrina-science-test.html
neutral,Echo ... Chamber,https://slate.com/news-and-politics/2005/09/echo-chamber.html
fear,The ... Nuremberg,https://slate.com/news-and-politics/2005/09/the-biggest-war-crimes-trial-since-nuremberg.html
neutral,Blackout ... Brownout,https://slate.com/news-and-politics/2005/09/blackout-and-brownout.html
neutral,“The ... Camembert”,https://slate.com/culture/2005/09/the-demise-of-camembert.html
neutral,Over ... Heads,https://slate.com/technology/2005/09/the-bioethics-council-gets-a-lesson-in-limits.html
neutral,Marching ... Orders,https://slate.com/news-and-politics/2005/09/is-it-possible-to-write-a-good-historical-novel.html
neutral,Don’t ... Healthy,https://slate.com/technology/2005/09/don-t-worry-be-healthy.html
sadness,Darkness ... Noon,https://slate.com/news-and-politics/2005/09/the-legacy-of-darkness-at-noon.html
neutral,Confirmation ... Consternation,https://slate.com/news-and-politics/2005/09/readers-judge-the-hearings-on-matters-that-won-t-come-before-the-fray.html
neutral,Them ... Bones,https://slate.com/news-and-politics/2005/09/fox-s-new-forensics-drama-is-csi-with-older-corpses.html
sadness,John ... Humble,https://slate.com/news-and-politics/2005/09/john-roberts-is-so-humble.html
disgust,Minority ... Retort,https://slate.com/news-and-politics/2005/09/this-is-your-moment-democrats-don-t-blow-it.html
neutral,Dear ... Committee,https://slate.com/news-and-politics/2005/09/assessing-literary-it-girl-zadie-smith.html
anger,How ... Series,https://slate.com/news-and-politics/2005/09/the-supreme-court-imitates-the-world-series.html
